School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,School Percentile (1-99)
Nantucket: Nantucket High,01970505,Public School,Nantucket,MA,02554,"09,10,11,12",Nantucket,01970000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     144,     144,     137,     111,       2,     538,     117,21.7,      63,11.7,      91,16.9, , ,     202,37.5,      93,17.3,12.5,1.5,23.4,59.3,0.4,0.0,3.0,52.4,47.6,     293,15.1,        548,44.5,86.8,     246,80.1,12.1,"     $12,388,021","  $89,833",    138.0,      59,      57,  96.6,  14.0,  77.2,   7.0,   1.8,"          $33,712,284.00","           1,571.9","              $21,446.84","          $34,682,993.00","           1,582.5","              $21,916.58",       118,85.6,4.2,2.5,0.0,7.6,0.0,     536,15.0,2.8,110.0,64.0,58.2,0.0,39.1,2.7,16.4,0.9,1.8,8.2,55.5,110.0,110.0,100.0,      88,     170,39.0,23.0,19.0,7.0,0.0,19.0,45.0,44.0,40.0,22.0,37.6,62.4,135.0,553.0,521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
Nantucket: Nantucket Intermediate School,01970020,Public School,Nantucket,MA,02554,"03,04,05",Nantucket,01970000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $12,388,021","  $89,833",    138.0,,,,,,,,"          $33,712,284.00","           1,571.9","              $21,446.84","          $34,682,993.00","           1,582.5","              $21,916.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narragansett: Narragansett Middle,07200305,Public School,Baldwinville,MA,01436,"05,06,07",Narragansett,07200000,Public School District,       0,       0,       0,       0,       0,       0,     105,      99,     111,     106,       0,       0,       0,       0,       0,     421,       1,0.2,       0,0.0,      73,17.3, , ,     158,37.5,     112,26.6,1.0,0.2,5.2,90.5,0.0,0.2,2.9,52.0,48.0,     153,21.0,        425,26.3,100.0,     108,100.0,16.0,"      $6,998,907","  $69,213",    101.0,      41,      39,  95.1,  15.4,  84.6,   0.0,   0.0,"          $17,714,878.00","           1,394.3","              $12,705.21","          $20,316,217.00","           1,563.8","              $12,991.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         179,44.0,          14,3.0,         165,40.0,         192,47.0,          40,10.0,         411,495.4,51.0,         389,32.0,         214,52.0,          24,6.0,         190,46.0,         167,41.0,          30,7.0,         411,500.7,66.0,         389,56.0,
Narragansett: Narragansett Regional High,07200505,Public School,Baldwinville,MA,01436,"08,09,10,11,12",Narragansett,07200000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      92,      95,     106,      78,       1,     372,       3,0.8,       0,0.0,      52,14.0, , ,     108,29.0,      75,20.2,0.8,0.8,5.1,90.1,0.0,0.0,3.2,48.7,51.3,     250,12.4,        388,27.2,96.3,     139,97.8,13.7,"      $6,998,907","  $69,213",    101.0,      41,      41, 100.0,   0.0,  95.1,   4.9,   0.0,"          $17,714,878.00","           1,394.3","              $12,705.21","          $20,316,217.00","           1,563.8","              $12,991.57",        88,85.2,4.5,1.1,3.4,5.7,0.0,     371,3.0,0.8,76.0,50.0,65.8,0.0,17.1,26.3,22.4,26.3,9.2,10.5,39.5,76.0,76.0,100.0,      96,     138,64.0,24.0,6.0,2.0,0.0,22.0,42.0,43.0,24.0,7.0,46.4,53.6,72.0,557.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
Narragansett: Templeton Elementary School,07200020,Public School,Templeton,MA,01468,"PK,K,01,02,03,04",Narragansett,07200000,Public School District,       0,      77,      81,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     158,       0,0.0,       0,0.0,      22,13.9, , ,      50,31.6,      40,25.3,0.0,0.6,5.7,92.4,0.0,0.0,1.3,58.9,41.1,      72,20.0,        160,10.9,100.0,      56,100.0,14.5,"      $6,998,907","  $69,213",    101.0,      18,      16,  88.9,   6.3,  93.8,   0.0,   0.0,"          $17,714,878.00","           1,394.3","              $12,705.21","          $20,316,217.00","           1,563.8","              $12,991.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashoba: Center School,07250020,Public School,Stow,MA,01775,"PK,K,01,02,03,04,05",Nashoba,07250000,Public School District,      39,      81,      81,     106,      96,      99,     107,       0,       0,       0,       0,       0,       0,       0,       0,     609,      37,6.1,      16,2.6,      85,14.0, , ,     123,20.2,      31,5.1,0.7,4.4,3.4,89.5,0.3,0.0,1.6,50.1,49.9,     201,20.7,        604,40.9,100.0,     210,100.0,14.9,"     $20,255,232","  $74,745",    271.0,      52,      51,  98.1,   2.0,  96.1,   2.0,   0.0,"          $51,135,333.00","           3,380.9","              $15,124.77","          $54,650,729.00","           3,510.9","              $15,566.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         216,73.0,          38,13.0,         178,60.0,          77,26.0,           4,1.0,         297,509.8,55.0,         198,89.0,         221,74.0,          44,15.0,         177,60.0,          69,23.0,           7,2.0,         297,510.4,43.0,         200,89.0,
Nashoba: Florence Sawyer School,07250025,Public School,Bolton,MA,01740,"PK,K,01,02,03,04,05,06,07,08",Nashoba,07250000,Public School District,      56,      67,      82,      66,      75,      89,      62,      82,      97,      98,       0,       0,       0,       0,       0,     774,      17,2.2,       7,0.9,     108,14.0, , ,     145,18.7,      40,5.2,0.4,4.1,3.0,89.8,0.0,0.0,2.7,49.4,50.6,     271,21.6,        781,58.6,100.0,     248,100.0,13.2,"     $20,255,232","  $74,745",    271.0,      74,      73,  98.6,   6.8,  91.8,   1.4,   0.0,"          $51,135,333.00","           3,380.9","              $15,124.77","          $54,650,729.00","           3,510.9","              $15,566.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         376,76.0,          72,15.0,         304,61.0,         106,21.0,          14,3.0,         496,510.9,62.0,         409,92.0,         360,72.0,          82,16.0,         278,56.0,         123,25.0,          14,3.0,         497,511.4,59.0,         414,91.0,
Nashoba: Hale,07250310,Public School,Stow,MA,01775,"06,07,08",Nashoba,07250000,Public School District,       0,       0,       0,       0,       0,       0,       0,      86,     114,      87,       0,       0,       0,       0,       0,     287,      10,3.5,       4,1.4,      35,12.2, , ,      47,16.4,      11,3.8,1.4,4.2,2.4,91.6,0.0,0.0,0.3,52.3,47.7,     138,20.0,        281,23.3,95.7,      97,100.0,12.3,"     $20,255,232","  $74,745",    271.0,      29,      29, 100.0,   0.0,  93.1,   6.9,   0.0,"          $51,135,333.00","           3,380.9","              $15,124.77","          $54,650,729.00","           3,510.9","              $15,566.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         195,70.0,          24,9.0,         171,61.0,          78,28.0,           7,3.0,         280,507.9,55.0,         271,83.0,         220,80.0,          51,18.0,         169,61.0,          50,18.0,           6,2.0,         276,514.2,62.5,         266,95.0,
Nashoba: Luther Burbank Middle School,07250305,Public School,Lancaster,MA,01523,"06,07,08",Nashoba,07250000,Public School District,       0,       0,       0,       0,       0,       0,       0,      78,      75,      94,       0,       0,       0,       0,       0,     247,      11,4.5,       3,1.2,      50,20.2, , ,      64,25.9,      20,8.1,3.2,2.4,4.0,87.4,0.0,0.8,2.0,53.8,46.2,     142,18.2,        257,23.9,100.0,      87,100.0,10.3,"     $20,255,232","  $74,745",    271.0,      34,      33,  97.1,   9.1,  87.9,   3.0,   0.0,"          $51,135,333.00","           3,380.9","              $15,124.77","          $54,650,729.00","           3,510.9","              $15,566.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         160,66.0,          45,19.0,         115,48.0,          66,27.0,          16,7.0,         242,510.7,60.0,         232,91.0,         185,76.0,          47,19.0,         138,57.0,          40,17.0,          17,7.0,         242,513.9,70.0,         232,95.0,
Nashoba: Mary Rowlandson Elementary,07250010,Public School,Lancaster,MA,01523,"PK,K,01,02,03,04,05",Nashoba,07250000,Public School District,      43,      62,      66,      81,      67,      73,      93,       0,       0,       0,       0,       0,       0,       0,       0,     485,      10,2.1,       9,1.9,      97,20.0, , ,     166,34.2,      92,19.0,0.8,1.2,6.6,88.5,0.2,0.0,2.7,52.4,47.6,     131,22.3,        496,35.7,100.0,     152,100.0,13.6,"     $20,255,232","  $74,745",    271.0,      49,      48,  98.0,  10.4,  89.6,   0.0,   0.0,"          $51,135,333.00","           3,380.9","              $15,124.77","          $54,650,729.00","           3,510.9","              $15,566.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         136,59.0,          28,12.0,         108,47.0,          80,35.0,          13,6.0,         229,505.3,60.0,         158,74.0,         118,51.0,          18,8.0,         100,43.0,         100,43.0,          12,5.0,         230,503.1,44.0,         157,67.0,
Nashoba: Nashoba Regional,07250505,Public School,Bolton,MA,01740,"09,10,11,12",Nashoba,07250000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     224,     253,     274,     247,      13,"   1,011",      22,2.2,       5,0.5,     133,13.2, , ,     171,16.9,      51,5.0,1.6,2.3,4.9,87.1,0.2,0.0,3.9,48.8,51.2,     592,13.8,        998,79.5,99.4,     457,100.0,12.7,"     $20,255,232","  $74,745",    271.0,      98,      93,  94.9,  19.4,  78.5,   2.2,   0.0,"          $51,135,333.00","           3,380.9","              $15,124.77","          $54,650,729.00","           3,510.9","              $15,566.02",       255,95.3,2.0,0.0,0.0,2.7,0.0,     998,8.0,0.8,243.0,210.0,86.4,0.0,38.3,3.3,44.9,3.3,11.1,15.2,83.19999999999999,243.0,243.0,100.0,     305,     584,164.0,66.0,35.0,22.0,18.0,11.0,47.0,157.0,180.0,189.0,9.9,90.1,317.0,596.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Nashoba Valley Regional Vocational Technical: Nashoba Valley Technical High School,08520605,Public School,Westford,MA,01886,"09,10,11,12",Nashoba Valley Regional Vocational Technical,08520000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     177,     188,     174,     193,       0,     732,       8,1.1,       0,0.0,     250,34.2, , ,     350,47.8,     143,19.5,0.7,0.8,6.3,88.7,0.8,0.0,2.7,58.9,41.0,     403,13.7,        710,63.1,98.4,     207,97.1,11.6,"      $4,592,633","  $72,783",     63.0,      75,      75, 100.0,   5.3,  86.7,   5.3,   2.7,"          $14,083,990.00",             723.0,"              $19,479.93","          $14,101,633.00",             724.0,"              $19,477.39",       188,99.5,0.5,0.0,0.0,0.0,0.0,     732,2.0,0.3,188.0,102.0,54.3,0.0,12.2,25.5,16.5,23.9,9.0,4.8,28.7,188.0,188.0,100.0,      82,     137,50.0,12.0,17.0,3.0,0.0,49.0,55.0,24.0,6.0,3.0,75.9,24.1,120.0,512.0,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
Natick: Bennett-Hemenway,01980005,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District,       0,     115,     119,     124,     143,     123,       0,       0,       0,       0,       0,       0,       0,       0,       0,     624,      51,8.2,       8,1.3,      90,14.4, , ,     143,22.9,      56,9.0,2.4,10.9,2.6,76.6,0.0,0.2,7.4,50.5,49.5,     117,21.6,        620,39.2,100.0,     209,97.6,15.9,"     $28,657,469","  $73,106",    392.0,      49,      49, 100.0,   6.1,  93.9,   0.0,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         154,60.0,          16,6.0,         138,54.0,          82,32.0,          21,8.0,         257,502.4,62.0,         117,62.0,         146,57.0,          22,9.0,         124,48.0,          83,32.0,          29,11.0,         258,502.1,70.0,         116,63.0,
Natick: Brown,01980010,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District,       0,     121,     106,      96,     109,      83,       0,       0,       0,       0,       0,       0,       0,       0,       0,     515,     138,26.8,      58,11.3,      43,8.3, , ,     153,29.7,      60,11.7,1.2,23.7,9.3,61.4,0.2,0.0,4.3,54.2,45.8,     103,20.7,        518,34.1,100.0,     176,100.0,15.1,"     $28,657,469","  $73,106",    392.0,      43,      43, 100.0,  20.9,  67.4,  11.6,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         111,61.0,          14,8.0,          97,53.0,          59,32.0,          13,7.0,         183,502.7,77.0,          80,63.0,         117,64.0,          19,10.0,          98,54.0,          55,30.0,          11,6.0,         183,505.6,65.5,          80,75.0,
Natick: J F Kennedy Middle School,01980305,Public School,Natick,MA,01760,"05,06,07,08",Natick,01980000,Public School District,       0,       0,       0,       0,       0,       0,     162,     164,     155,     168,       0,       0,       0,       0,       0,     649,      70,10.8,      20,3.1,      77,11.9, , ,     127,19.6,      52,8.0,1.8,9.7,3.2,80.7,0.2,0.0,4.3,48.2,51.8,     326,21.3,        661,51.0,100.0,     237,99.2,12.7,"     $28,657,469","  $73,106",    392.0,      66,      65,  98.5,   9.2,  89.2,   1.5,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         404,64.0,          51,8.0,         353,56.0,         211,33.0,          15,2.0,         630,505.3,46.0,         608,74.0,         413,66.0,          93,15.0,         320,51.0,         200,32.0,          16,3.0,         629,508.2,59.0,         608,84.0,
Natick: Johnson,01980031,Public School,Natick,MA,01760,"01,02,03,04",Natick,01980000,Public School District,       0,      45,      45,      38,      48,      46,       0,       0,       0,       0,       0,       0,       0,       0,       0,     222,       8,3.6,       0,0.0,      23,10.4, , ,      44,19.8,      23,10.4,2.3,3.6,4.5,81.1,0.0,0.0,8.6,56.3,43.7,      45,20.2,        226,20.0,98.0,      77,100.0,11.1,"     $28,657,469","  $73,106",    392.0,      27,      26,  96.3,   0.0,  96.2,   3.8,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          61,66.0,           6,7.0,          55,60.0,          27,29.0,           4,4.0,          92,505.4,73.0,          45,74.0,          60,65.0,           8,9.0,          52,57.0,          24,26.0,           8,9.0,          92,505.0,84.0,          45,73.0,
Natick: Lilja Elementary,01980035,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District,       0,      74,      86,      86,      88,      83,       0,       0,       0,       0,       0,       0,       0,       0,       0,     417,      33,7.9,       2,0.5,      33,7.9, , ,      73,17.5,      43,10.3,3.1,9.4,6.7,76.3,0.0,0.0,4.6,48.4,51.6,     100,17.8,        423,26.5,100.0,     140,100.0,15.8,"     $28,657,469","  $73,106",    392.0,      32,      32, 100.0,  40.6,  59.4,   0.0,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         113,66.0,          14,8.0,          99,58.0,          51,30.0,           6,4.0,         170,505.2,52.0,          81,73.0,         106,62.0,          14,8.0,          92,54.0,          56,33.0,           8,5.0,         170,505.4,53.0,          81,74.0,
Natick: Memorial,01980043,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District,       0,      93,      77,      98,      77,      89,       0,       0,       0,       0,       0,       0,       0,       0,       0,     434,      38,8.8,       0,0.0,      41,9.4, , ,      68,15.7,      28,6.5,1.2,4.8,3.5,85.5,0.0,0.0,5.1,54.8,45.2,      84,20.5,        431,25.5,97.6,     147,100.0,17.0,"     $28,657,469","  $73,106",    392.0,      35,      35, 100.0,  17.1,  82.9,   0.0,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         119,72.0,          25,15.0,          94,57.0,          45,27.0,           2,1.0,         166,510.3,38.0,          89,90.0,         111,67.0,          15,9.0,          96,58.0,          47,28.0,           8,5.0,         166,507.4,41.0,          89,82.0,
Natick: Natick High,01980505,Public School,Natick,MA,01760,"PK,09,10,11,12",Natick,01980000,Public School District,     125,       0,       0,       0,       0,       0,       0,       0,       0,       0,     423,     364,     383,     369,       0,"   1,664",     114,6.9,      22,1.3,     262,15.7, , ,     393,23.6,     172,10.3,3.5,7.7,4.1,81.4,0.1,0.1,3.0,50.3,49.7,"   1,271",17.9,"      1,701",117.0,99.1,"   1,009",97.9,14.2,"     $28,657,469","  $73,106",    392.0,     150,     145,  96.7,  12.4,  86.2,   1.4,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",       373,96.8,1.1,0.3,0.0,1.9,0.0,"   1,539",7.0,0.5,363.0,308.0,84.8,0.0,36.6,6.3,41.9,6.3,6.1,13.2,78.5,363.0,351.0,96.7,     417,     889,169.0,110.0,78.0,40.0,20.0,59.0,97.0,221.0,263.0,249.0,17.5,82.5,473.0,587.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
Natick: Wilson Middle,01980310,Public School,Natick,MA,01760,"05,06,07,08",Natick,01980000,Public School District,       0,       0,       0,       0,       0,       0,     252,     236,     225,     234,       0,       0,       0,       0,       0,     947,      42,4.4,       2,0.2,     173,18.3, , ,     238,25.1,     101,10.7,3.3,5.6,6.1,78.2,0.1,0.1,6.5,49.9,50.1,     422,22.6,        944,73.8,98.6,     282,97.9,12.8,"     $28,657,469","  $73,106",    392.0,      95,      92,  96.8,  17.4,  81.5,   1.1,   0.0,"          $78,554,194.00","           5,452.6","              $14,406.74","          $92,814,484.00","           5,617.2","              $16,523.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         580,62.0,          82,9.0,         498,54.0,         302,33.0,          47,5.0,         929,504.7,52.0,         890,71.0,         594,64.0,         154,17.0,         440,47.0,         282,30.0,          52,6.0,         928,508.0,65.0,         890,84.0,
Nauset: Nauset Regional High,06600505,Public School,North Eastham,MA,02651,"09,10,11,12",Nauset,06600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     219,     237,     217,     251,       5,     929,      36,3.9,      12,1.3,     116,12.5, , ,     261,28.1,     166,17.9,4.5,2.7,3.0,86.7,0.5,0.1,2.5,47.5,52.5,     567,13.5,        927,81.7,99.0,     408,99.3,11.4,"     $11,589,415","  $84,409",    137.0,     103,     101,  98.1,  41.6,  58.4,   0.0,   0.0,"          $29,033,479.00","           1,456.3","              $19,936.47","          $32,869,347.00","           1,591.3","              $20,655.66",       247,96.4,1.6,0.0,0.8,1.2,0.0,     924,9.0,1.0,244.0,193.0,79.1,0.0,35.2,14.8,29.1,13.9,6.1,7.8,64.30000000000001,244.0,244.0,100.0,     302,     591,140.0,80.0,46.0,28.0,8.0,21.0,67.0,170.0,179.0,154.0,14.9,85.1,265.0,584.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
