School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Lawrence: Spark Academy,01490085,Public School,Lawrence,MA,01843,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,     145,     154,     131,       0,       0,       0,       0,       0,     430,     321,  74.7,      96,  22.3,     108,  25.1,     356,  82.8,     290,  67.4,   0.9,   2.8,  91.6,   4.4,   0.0,   0.0,   0.2,  45.6,  54.4,     210,16.8,        448,34.5,82.6,     106,89.6,  12.5 to 1,"     $72,982,375","  $68,851","  1,060.0",47.0,47.0,100.0,  14.9,  76.6,   8.5,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
Lawrence Family Development Charter (District): Lawrence Family Development Charter School,04540205,Charter School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08",Lawrence Family Development Charter (District),04540000,Charter District,      85,      80,      83,      84,      80,      59,      56,      55,      56,      62,       0,       0,       0,       0,       0,     700,     587,  83.9,     170,  24.3,      47,   6.7,     480,  68.6,     383,  54.7,   0.7,   0.0,  98.7,   0.6,   0.0,   0.0,   0.0,  46.3,  53.7,     312,18.3,        698,56.5,94.7,     266,100.0,  12.4 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
Learning First Charter Public School (District): Learning First Charter Public School,04860105,Charter School,Worcester,MA,01610,"K,01,02,03,04,05,06,07,08",Learning First Charter Public School (District),04860000,Charter District,       0,      96,      88,      86,      84,      80,      74,      74,      51,      57,       0,       0,       0,       0,       0,     690,     254,  36.8,     160,  23.2,      90,  13.0,     499,  72.3,     351,  50.9,  46.4,   0.4,  41.0,   8.4,   0.1,   0.0,   3.6,  52.9,  47.1,     261,26.7,        679,53.4,100.0,     154,100.0,  12.9 to 1,,,,58.0,58.0,100.0,  19.0,  65.5,  15.5,   0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Lee: Lee Elementary,01500025,Public School,Lee,MA,01238,"PK,K,01,02,03,04,05,06",Lee,01500000,Public School District,      20,      55,      46,      39,      34,      43,      51,      44,       0,       0,       0,       0,       0,       0,       0,     332,      22,   6.6,      13,   3.9,      47,  14.2,     155,  46.7,     113,  34.0,   0.6,   3.0,   8.7,  83.7,   0.0,   0.0,   3.9,  48.8,  51.2,     104,15.9,        341,36.1,97.2,     134,92.5,   9.2 to 1,"      $4,620,981","  $64,629",     72.0,38.0,37.0,97.4,-,-,-,-,"          $12,434,352.00",             685.1,"              $18,149.69","          $13,377,333.00",             792.1,"              $16,888.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
Lee: Lee Middle/High School,01500505,Public School,Lee,MA,01238,"07,08,09,10,11,12",Lee,01500000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      59,      53,      65,      49,      61,      61,       0,     348,      24,   6.9,       6,   1.7,      40,  11.5,     127,  36.5,      90,  25.9,   0.0,   2.3,   8.0,  87.9,   0.0,   0.0,   1.7,  48.3,  51.7,     241,12.3,        352,35.4,97.2,     198,99.0,   9.8 to 1,"      $4,620,981","  $64,629",     72.0,43.0,43.0,100.0,-,-,-,-,"          $12,434,352.00",             685.1,"              $18,149.69","          $13,377,333.00",             792.1,"              $16,888.44",        65,87.7,6.2,0.0,3.1,3.1,0.0,     236,5.0,2.1,59.0,39.0,66.1,0.0,25.6,30.8,43.6,30.8,17.9,5.1,59.0,34.0,57.6,      62,     130,20.0,21.0,19.0,1.0,1.0,32.0,48.0,35.0,13.0,2.0,61.5,38.5,32.0,532.0,508.0,38.0
Leicester: Leicester Elementary,01510005,Public School,Leicester,MA,01524,"K,01,02,03,04",Leicester,01510000,Public School District,       0,       0,       0,       0,     110,     131,     120,       0,       0,       0,       0,       0,       0,       0,       0,     361,      18,   5.0,       9,   2.5,      55,  15.2,     131,  36.3,      72,  19.9,   5.0,   3.0,   7.2,  82.3,   0.8,   0.0,   1.7,  52.1,  47.9,     112,22.3,        357,21.1,100.0,      96,100.0,  17.1 to 1,"      $7,831,205","  $74,797",    105.0,27.0,26.0,96.3,  11.5,  76.9,  11.5,   0.0,"          $19,328,215.00","           1,599.6","              $12,083.15","          $22,848,087.00","           1,742.0","              $13,116.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
Leicester: Leicester High,01510505,Public School,Leicester,MA,01524,"09,10,11,12",Leicester,01510000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     109,     120,      97,     107,       0,     433,      17,   3.9,       7,   1.6,      51,  11.8,     119,  27.5,      74,  17.1,   3.0,   2.8,   4.8,  88.0,   0.2,   0.5,   0.7,  48.3,  51.7,     238,16.3,        440,33.9,100.0,     194,97.9,  12.8 to 1,"      $7,831,205","  $74,797",    105.0,43.0,42.0,97.7,   4.8,  90.5,   4.8,   0.0,"          $19,328,215.00","           1,599.6","              $12,083.15","          $22,848,087.00","           1,742.0","              $13,116.01",       113,87.6,8.0,0.9,1.8,1.8,0.0,     433,4.0,0.9,102.0,79.0,77.5,0.0,31.6,22.8,45.6,20.3,19.0,24.1,102.0,102.0,100.0,     100,     138,70.0,22.0,8.0,0.0,0.0,28.0,31.0,42.0,22.0,15.0,42.8,57.2,87.0,524.0,529.0,42.0
Leicester: Leicester Integrated Preschool,01510001,Public School,Leicester,MA,01524,PK,Leicester,01510000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,831,205","  $74,797",    105.0,,,,,,,,"          $19,328,215.00","           1,599.6","              $12,083.15","          $22,848,087.00","           1,742.0","              $13,116.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leicester: Leicester Middle,01510015,Public School,Leicester,MA,01524,"05,06,07,08",Leicester,01510000,Public School District,       0,       0,       0,       0,       0,       0,       0,     162,     118,     147,       0,       0,       0,       0,       0,     427,      16,   3.7,       1,   0.2,      62,  14.5,     124,  29.0,      77,  18.0,   2.3,   1.9,   5.9,  88.1,   0.2,   0.0,   1.6,  52.5,  47.5,     198,19.8,        429,25.9,100.0,     156,100.0,  16.5 to 1,"      $7,831,205","  $74,797",    105.0,31.0,31.0,100.0,-,-,-,-,"          $19,328,215.00","           1,599.6","              $12,083.15","          $22,848,087.00","           1,742.0","              $13,116.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
Lenox: Lenox Memorial High,01520505,Public School,Lenox,MA,01240,"06,07,08,09,10,11,12",Lenox,01520000,Public School District,       0,       0,       0,       0,       0,       0,       0,      64,      64,      67,      49,      64,      61,      40,       1,     410,      18,   4.4,       8,   2.0,      32,   7.8,      87,  21.2,      58,  14.1,   0.2,   2.9,   6.6,  87.8,   0.5,   0.0,   2.0,  44.6,  55.4,     362,11.3,        414,50.6,98.0,     338,98.5,   8.1 to 1,"      $5,756,691","  $72,502",     79.0,60.0,60.0,100.0,   5.0,  88.3,   6.7,   0.0,"          $14,220,289.00",             737.4,"              $19,284.36","          $14,689,547.00",             792.9,"              $18,526.35",        41,97.6,2.4,0.0,0.0,0.0,0.0,     214,0.0,0.0,41.0,33.0,80.5,0.0,63.6,12.1,24.2,12.1,3.0,15.2,41.0,35.0,85.4,      49,      91,27.0,9.0,8.0,4.0,1.0,19.0,9.0,17.0,24.0,22.0,30.8,69.2,37.0,598.0,599.0,89.0
Lenox: Morris,01520015,Public School,Lenox,MA,01240,"PK,K,01,02,03,04,05",Lenox,01520000,Public School District,      14,      49,      43,      48,      52,      56,      60,       0,       0,       0,       0,       0,       0,       0,       0,     322,      21,   6.5,      17,   5.3,      28,   8.7,      90,  28.0,      53,  16.5,   0.3,   2.2,   7.1,  88.2,   0.0,   0.0,   2.2,  54.0,  46.0,     147,17.5,        332,28.9,100.0,     114,100.0,  11.2 to 1,"      $5,756,691","  $72,502",     79.0,34.0,34.0,100.0,  14.7,  82.4,   2.9,   0.0,"          $14,220,289.00",             737.4,"              $19,284.36","          $14,689,547.00",             792.9,"              $18,526.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
Leominster: Bennett,01530003,Public School,Leominster,MA,01453,PK,Leominster,01530000,Public School District,     110,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     110,      20,  18.2,       0,   0.0,      40,  36.4,      60,  54.5,      44,  40.0,   2.7,   3.6,  31.8,  55.5,   0.0,   0.0,   6.4,  60.0,  40.0,      11,12.5,        138,5.0,100.0,      17,100.0,  22.0 to 1,"     $31,121,902","  $68,778",    453.0,9.0,1.0,11.1,-,-,-,-,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leominster: Center For Technical Education Innovation,01530605,Public School,Leominster,MA,01453,"09,10,11,12",Leominster,01530000,Public School District,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , ,,,,56.8,97.0,     354,99.2,  11.3 to 1,"     $31,121,902","  $68,778",    453.0,140.0,41.0,29.3,  12.2,  82.9,   2.4,   2.4,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,115.0,60.0,52.2,0.0,13.3,28.3,58.3,28.3,36.7,15.0,115.0,115.0,100.0,      20,      41,8.0,4.0,7.0,1.0,0.0,3.0,8.0,15.0,9.0,6.0,26.8,73.2,14.0,569.0,555.0,32.0
Leominster: Fall Brook,01530007,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,      74,     146,     119,     116,     124,     118,       0,       0,       0,       0,       0,       0,       0,       0,     697,     157,  22.5,     106,  15.2,     134,  19.2,     360,  51.6,     240,  34.4,   5.5,   2.2,  35.9,  53.4,   0.1,   0.0,   3.0,  51.8,  48.2,     244,24.3,        707,45.5,95.6,     290,97.9,  15.3 to 1,"     $31,121,902","  $68,778",    453.0,52.0,16.0,30.8,   6.3,  93.8,   0.0,   0.0,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
Leominster: Frances Drake School,01530010,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,     102,      80,      85,     104,      98,      93,       0,       0,       0,       0,       0,       0,       0,       0,     562,     110,  19.6,      51,   9.1,     104,  18.5,     323,  57.5,     259,  46.1,   7.1,   6.2,  39.3,  42.5,   0.0,   0.0,   4.8,  54.1,  45.9,     265,18.2,        573,46.4,95.7,     240,96.7,  12.1 to 1,"     $31,121,902","  $68,778",    453.0,52.0,22.0,42.3,   0.0,  90.9,   9.1,   0.0,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
Leominster: Johnny Appleseed,01530025,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,      81,     136,     103,     114,     116,     119,       0,       0,       0,       0,       0,       0,       0,       0,     669,     125,  18.7,      84,  12.6,     135,  20.2,     360,  53.8,     253,  37.8,  11.7,   3.3,  27.2,  54.0,   0.1,   0.0,   3.7,  48.7,  51.3,     278,19.1,        648,48.4,100.0,     243,100.0,  13.8 to 1,"     $31,121,902","  $68,778",    453.0,57.0,33.0,57.9,   6.1,  75.8,  18.2,   0.0,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
Leominster: Leominster Center for Excellence,01530515,Public School,Leominster,MA,01453,"09,10,11,12",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       7,       6,       8,      11,       0,      32,       3,   9.4,       0,   0.0,      10,  31.3,      20,  62.5,      15,  46.9,  12.5,   0.0,  37.5,  40.6,   0.0,   0.0,   9.4,  50.0,  50.0,      49,10.4,         39,3.5,85.7,      39,76.9,   9.1 to 1,"     $31,121,902","  $68,778",    453.0,8.0,5.0,62.5,-,-,-,-,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",         9,55.6,22.2,11.1,0.0,11.1,0.0,      32,1.0,3.1,6.0,,,,,,,,,,6.0,6.0,100.0,,,,,,,,,,,,,,,1.0,,,
Leominster: Leominster High School,01530505,Public School,Leominster,MA,01453,"09,10,11,12",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     458,     515,     412,     386,       0,"   1,771",     353,  19.9,      72,   4.1,     333,  18.8,     740,  41.8,     481,  27.2,   8.0,   3.8,  26.5,  59.0,   0.2,   0.1,   2.4,  54.5,  45.5,     616,13.4,"      1,127",138.4,96.5,     574,98.8,  12.8 to 1,"     $31,121,902","  $68,778",    453.0,159.0,47.0,29.6,  10.6,  85.1,   2.1,   2.1,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",       263,90.5,3.0,1.5,1.5,3.4,0.0,"   1,771",15.0,0.8,243.0,172.0,70.8,0.0,22.1,25.0,52.9,23.3,29.7,17.4,243.0,243.0,100.0,     149,     280,65.0,54.0,19.0,6.0,5.0,45.0,86.0,69.0,55.0,25.0,46.8,53.2,226.0,487.0,501.0,23.0
Leominster: Lincoln School,01530005,Public School,Leominster,MA,01453,PK,Leominster,01530000,Public School District,      48,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      48,       4,   8.3,       0,   0.0,      19,  39.6,      26,  54.2,      17,  35.4,  10.4,   0.0,  27.1,  60.4,   0.0,   0.0,   2.1,  64.6,  35.4,       5,11.4,         57,5.0,100.0,      25,100.0,   9.6 to 1,"     $31,121,902","  $68,778",    453.0,8.0,0.0,0.0,-,-,-,-,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leominster: Northwest,01530030,Public School,Leominster,MA,01453,"K,01,02,03,04,05",Leominster,01530000,Public School District,       0,      44,     135,     150,     112,     126,     109,       0,       0,       0,       0,       0,       0,       0,       0,     676,      93,  13.8,      59,   8.7,     106,  15.7,     366,  54.1,     285,  42.2,   5.2,   2.1,  33.4,  54.9,   0.1,   0.0,   4.3,  51.9,  48.1,     267,21.2,        675,49.7,100.0,     269,100.0,  13.6 to 1,"     $31,121,902","  $68,778",    453.0,56.0,32.0,57.1,   0.0,  90.6,   9.4,   0.0,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
Leominster: Priest Street,01530040,Public School,Leominster,MA,01453,K,Leominster,01530000,Public School District,       0,     122,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     122,      24,  19.7,      12,   9.8,      20,  16.4,      71,  58.2,      52,  42.6,   3.3,   0.8,  43.4,  46.7,   0.0,   0.0,   5.7,  52.5,  47.5,      56,14.8,        118,10.8,92.6,      56,100.0,  11.3 to 1,"     $31,121,902","  $68,778",    453.0,16.0,1.0,6.3,-,-,-,-,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leominster: Samoset School,01530045,Public School,Leominster,MA,01453,"06,07,08",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,     171,     157,     154,       0,       0,       0,       0,       0,     482,      84,  17.4,       7,   1.5,     106,  22.0,     227,  47.1,     159,  33.0,   8.5,   1.7,  28.0,  58.9,   0.0,   0.0,   2.9,  50.8,  49.2,     434,14.1,        494,38.1,100.0,     294,90.5,  12.6 to 1,"     $31,121,902","  $68,778",    453.0,47.0,22.0,46.8,   0.0,  95.5,   4.5,   0.0,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
Leominster: Sky View Middle School,01530320,Public School,Leominster,MA,01453,"06,07,08",Leominster,01530000,Public School District,       0,       0,       0,       0,       0,       0,       0,     311,     283,     294,       0,       0,       0,       0,       0,     888,     200,  22.5,      62,   7.0,     169,  19.0,     446,  50.2,     298,  33.6,   7.0,   4.3,  30.2,  55.1,   0.2,   0.5,   2.8,  52.1,  47.9,     602,20.2,        913,60.2,100.0,     378,89.7,   4.1 to 1,"     $31,121,902","  $68,778",    453.0,72.0,36.0,50.0,  11.1,  83.3,   2.8,   2.8,"          $77,290,613.00","           6,028.6","              $12,820.66","          $86,900,350.00","           6,532.9","              $13,301.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
Leverett: Leverett Elementary,01540005,Public School,Leverett,MA,01054,"PK,K,01,02,03,04,05,06",Leverett,01540000,Public School District,      16,      13,      19,      15,      19,      18,      15,      15,       0,       0,       0,       0,       0,       0,       0,     130,       0,   0.0,       0,   0.0,      23,  17.7,      39,  30.0,      27,  20.8,   0.0,   3.8,   4.6,  81.5,   0.0,   0.0,  10.0,  54.6,  45.4,      48,16.6,        134,14.9,99.5,      65,84.6,   8.7 to 1,"        $939,864","  $55,613",     17.0,25.0,21.0,84.0,   4.8,  95.2,   0.0,   0.0,"           $2,469,762.00",             134.9,"              $18,308.09","           $2,517,227.00",             141.3,"              $17,814.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
Lexington: Bowman,01550008,Public School,Lexington,MA,02421,"K,01,02,03,04,05",Lexington,01550000,Public School District,       0,      72,      93,     101,     116,     104,      94,       0,       0,       0,       0,       0,       0,       0,       0,     580,     161,  27.8,      88,  15.2,      61,  10.5,     191,  32.9,      34,   5.9,   5.5,  34.5,   2.4,  49.3,   0.0,   0.0,   8.3,  52.4,  47.6,     119,22.4,        608,48.2,100.0,      93,100.0,  12.0 to 1,"     $45,296,096","  $78,776",    575.0,68.0,68.0,100.0,-,-,-,-,"         $117,111,810.00","           6,913.1","              $16,940.56","         $126,489,716.00","           7,026.2","              $18,002.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
Lexington: Bridge,01550006,Public School,Lexington,MA,02421,"K,01,02,03,04,05",Lexington,01550000,Public School District,       0,      87,      97,      90,     101,      91,     103,       0,       0,       0,       0,       0,       0,       0,       0,     569,     165,  29.0,      54,   9.5,      63,  11.1,     144,  25.3,      32,   5.6,   6.0,  38.3,   3.3,  49.6,   0.4,   0.4,   2.1,  50.3,  49.7,     116,21.7,        578,43.0,100.0,      89,100.0,  13.2 to 1,"     $45,296,096","  $78,776",    575.0,62.0,62.0,100.0,   0.0,  96.8,   3.2,   0.0,"         $117,111,810.00","           6,913.1","              $16,940.56","         $126,489,716.00","           7,026.2","              $18,002.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
