School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced
Mendon-Upton: Memorial School,07100001,Public School,Upton,MA,01568,"PK,K,01,02,03,04",Mendon-Upton,07100000,Public School District,      28,      92,      94,      95,      79,      84,       0,       0,       0,       0,       0,       0,       0,       0,       0,     472,      25,5.3,      18,3.8,      70,14.8,     128,27.1,      43,9.1,0.8,4.2,5.1,86.2,0.0,0.0,3.6,51.3,48.7,0.0,     184,20.2,        477,31.3,92.0,  15.1 to 1,76.0,87.2,87.9,"     $13,473,622","  $86,148",    156.4,      37,      33,  89.2,  15.2,  84.8,   0.0,   0.0,"          $35,085,292.00","           2,249.8","              $15,594.85","          $39,475,297.09","           2,367.3","              $16,675.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendon-Upton: Miscoe Hill School,07100015,Public School,Mendon,MA,01756,"05,06,07,08",Mendon-Upton,07100000,Public School District,       0,       0,       0,       0,       0,       0,     160,     193,     205,     203,       0,       0,       0,       0,       0,     761,      34,4.5,      10,1.3,     135,17.7,     204,26.8,      79,10.4,0.3,2.5,5.5,88.3,0.0,0.0,3.4,54.3,45.7,0.0,     350,21.9,        765,51.4,100.0,  14.8 to 1,91.2,98.1,92.6,"     $13,473,622","  $86,148",    156.4,      64,      60,  93.8,   6.7,  93.3,   0.0,   0.0,"          $35,085,292.00","           2,249.8","              $15,594.85","          $39,475,297.09","           2,367.3","              $16,675.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendon-Upton: Nipmuc Regional High,07100510,Public School,Upton,MA,01568,"09,10,11,12",Mendon-Upton,07100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     151,     174,     159,     154,       3,     641,      21,3.3,       2,0.3,      74,11.5,     120,18.7,      59,9.2,1.2,2.2,4.4,89.4,0.3,0.0,2.5,46.2,53.8,0.0,     354,14.7,        635,47.3,100.0,  13.6 to 1,90.7,93.7,86.8,"     $13,473,622","  $86,148",    156.4,      58,      56,  96.6,  30.4,  66.1,   3.6,   0.0,"          $35,085,292.00","           2,249.8","              $15,594.85","          $39,475,297.09","           2,367.3","              $16,675.24",150.0,98.7,0.7,0.0,0.0,0.7,0.0,     638,4.0,0.6,148.0,121.0,81.8,0.0,36.4,9.1,54.5,8.3,17.4,15.7,148.0,148.0,100.0,     204,     435,67.0,66.0,52.0,16.0,3.0,40.0,66.0,114.0,125.0,90.0,24.4,75.6,94.0,571.0,557.0,         313,         239,76.4
Methuen: Comprehensive Grammar School,01810050,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District,      23,     111,     106,     111,     113,     126,     107,     139,     130,     106,       0,       0,       0,       0,       0,"   1,072",     284,26.5,     181,16.9,     205,19.1,     564,52.6,     323,30.1,4.4,4.2,38.7,49.0,0.0,0.0,3.7,50.0,50.0,0.0,     336,20.4,"      1,120",78.8,98.7,  13.6 to 1,80.5,97.5,93.9,"     $39,065,358","  $78,476",    497.8,      96,      96, 100.0,   2.1,  97.9,   0.0,   0.0,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methuen: Donald P Timony Grammar,01810060,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District,      30,     121,     138,     153,     111,     129,     151,     158,     137,     158,       0,       0,       0,       0,       0,"   1,286",     385,29.9,     141,11.0,     227,17.7,     731,56.8,     538,41.8,4.2,3.6,48.4,39.5,0.2,0.1,4.1,53.8,46.2,0.0,     383,22.4,"      1,295",90.7,97.6,  14.2 to 1,84.4,93.4,88.8,"     $39,065,358","  $78,476",    497.8,     112,     112, 100.0,-,-,-,-,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methuen: Early Childhood Center,01810001,Public School,Methuen,MA,01844,PK,Methuen,01810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $39,065,358","  $78,476",    497.8,,,,,,,,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methuen: Marsh Grammar School,01810030,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District,      30,     113,     119,     108,     155,     119,     123,     129,     136,     141,       0,       0,       0,       0,       0,"   1,173",     226,19.3,      67,5.7,     280,23.9,     548,46.7,     344,29.3,2.1,3.2,33.6,57.2,0.0,0.1,3.8,53.9,46.1,0.0,     379,20.7,"      1,191",87.4,100.0,  13.4 to 1,85.1,94.3,87.0,"     $39,065,358","  $78,476",    497.8,     104,     104, 100.0,-,-,-,-,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methuen: Methuen High,01810505,Public School,Methuen,MA,01844,"09,10,11,12",Methuen,01810000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     481,     530,     494,     457,       2,"   1,964",     590,30.0,     137,7.0,     200,10.2,     825,42.0,     633,32.2,1.8,4.5,40.4,48.4,0.1,0.1,4.7,51.5,48.5,0.0,"   1,044",17.7,"      1,990",144.2,95.8,  13.6 to 1,81.4,88.3,86.2,"     $39,065,358","  $78,476",    497.8,     181,     181, 100.0,   2.2,  96.7,   1.1,   0.0,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",487.0,92.2,3.3,1.6,0.2,2.7,0.0,"   1,962",25.0,1.3,451.0,270.0,59.9,0.0,29.3,32.6,38.1,29.6,9.3,19.6,451.0,301.0,66.7,     323,     511,193.0,86.0,31.0,12.0,1.0,56.0,105.0,177.0,101.0,72.0,31.5,68.5,194.0,517.0,520.0,         950,         444,46.7
Methuen: Tenney Grammar School,01810055,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District,      34,     131,     143,     140,     138,     148,     143,     141,     173,     165,       0,       0,       0,       0,       0,"   1,356",     432,31.9,     161,11.9,     280,20.6,     832,61.4,     606,44.7,3.1,2.9,56.9,33.0,0.0,0.1,4.1,54.4,45.6,0.0,     403,22.3,"      1,362",96.6,99.8,  14.0 to 1,88.4,93.6,92.4,"     $39,065,358","  $78,476",    497.8,     110,     110, 100.0,-,-,-,-,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleborough: Henry B. Burkland Elementary School,01820008,Public School,Middleborough,MA,02346,"01,02,03,04,05",Middleborough,01820000,Public School District,       0,       0,     101,     109,     109,     102,     116,       0,       0,       0,       0,       0,       0,       0,       0,     537,      16,3.0,       8,1.5,     100,18.6,     263,49.0,     214,39.9,1.5,1.1,2.2,87.0,0.6,0.0,7.6,55.3,44.7,0.0,     247,20.1,        552,39.0,100.0,  13.8 to 1,84.6,94.9,100.0,"     $17,086,827","  $78,416",    217.9,      49,      40,  81.6,  20.0,  80.0,   0.0,   0.0,"          $44,301,212.81","           3,032.1","              $14,610.74","          $48,975,261.14","           3,198.4","              $15,312.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleborough: John T. Nichols Middle,01820305,Public School,Middleborough,MA,02346,"06,07,08",Middleborough,01820000,Public School District,       0,       0,       0,       0,       0,       0,       0,     259,     261,     263,       0,       0,       0,       0,       0,     783,      16,2.0,       6,0.8,     160,20.4,     330,42.1,     241,30.8,2.7,0.9,3.1,87.9,1.1,0.0,4.3,50.7,49.3,0.0,     367,24.9,        791,52.1,100.0,  15.0 to 1,80.8,98.1,92.5,"     $17,086,827","  $78,416",    217.9,      65,      59,  90.8,   1.7,  96.6,   1.7,   0.0,"          $44,301,212.81","           3,032.1","              $14,610.74","          $48,975,261.14","           3,198.4","              $15,312.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleborough: Mary K. Goode Elementary School,01820010,Public School,Middleborough,MA,02346,"01,02,03,04,05",Middleborough,01820000,Public School District,       0,       0,     112,     127,     118,     108,     114,       0,       0,       0,       0,       0,       0,       0,       0,     579,      11,1.9,       7,1.2,      90,15.5,     208,35.9,     148,25.6,2.1,0.7,1.9,89.5,0.5,0.0,5.4,49.4,50.6,0.0,     252,20.8,        584,42.0,100.0,  13.8 to 1,92.9,100.0,100.0,"     $17,086,827","  $78,416",    217.9,      50,      42,  84.0,  21.4,  78.6,   0.0,   0.0,"          $44,301,212.81","           3,032.1","              $14,610.74","          $48,975,261.14","           3,198.4","              $15,312.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleborough: Memorial Early Childhood Center,01820011,Public School,Middleboro,MA,02346,"PK,K",Middleborough,01820000,Public School District,      63,     219,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     282,       3,1.1,       2,0.7,      62,22.0,     126,44.7,      93,33.0,5.0,0.0,2.8,85.8,0.7,0.0,5.7,52.1,47.9,0.0,     116,20.2,        306,20.0,100.0,  14.1 to 1,90.0,100.0,100.0,"     $17,086,827","  $78,416",    217.9,      26,      23,  88.5,  21.7,  78.3,   0.0,   0.0,"          $44,301,212.81","           3,032.1","              $14,610.74","          $48,975,261.14","           3,198.4","              $15,312.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleborough: Middleborough High,01820505,Public School,Middleborough,MA,02346,"09,10,11,12",Middleborough,01820000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     221,     219,     182,     178,       8,     808,      11,1.4,       3,0.4,     147,18.2,     270,33.4,     183,22.6,2.8,1.0,3.6,88.2,1.2,0.0,3.1,52.0,48.0,0.0,     414,16.0,        814,64.8,98.5,  12.5 to 1,83.0,98.5,97.0,"     $17,086,827","  $78,416",    217.9,      81,      76,  93.8,  26.3,  73.7,   0.0,   0.0,"          $44,301,212.81","           3,032.1","              $14,610.74","          $48,975,261.14","           3,198.4","              $15,312.43",186.0,93.0,2.7,0.0,0.0,3.8,0.5,     800,7.0,0.9,174.0,104.0,59.8,0.0,30.8,17.3,51.9,16.3,31.7,14.4,174.0,174.0,100.0,     137,     217,73.0,48.0,16.0,0.0,0.0,5.0,45.0,82.0,63.0,22.0,23.0,77.0,71.0,572.0,553.0,         369,         240,65.0
Middleton: Fuller Meadow,01840003,Public School,Middleton,MA,01949,"K,01,02",Middleton,01840000,Public School District,       0,      86,     103,      86,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     275,      14,5.1,       8,2.9,      40,14.5,      56,20.4,      17,6.2,1.1,4.4,5.5,84.0,0.7,0.0,4.4,47.3,52.7,0.0,     142,12.7,        277,27.4,99.6,  10.0 to 1,75.6,100.0,87.5,"      $5,061,753","  $77,754",     65.1,      38,      38, 100.0,  31.6,  65.8,   2.6,   0.0,"          $13,001,015.00",             719.1,"              $18,079.56","          $13,843,967.00",             732.2,"              $18,907.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleton: Howe-Manning,01840005,Public School,Middleton,MA,01949,"PK,03,04,05,06",Middleton,01840000,Public School District,      75,       0,       0,       0,      84,      82,      89,     108,       0,       0,       0,       0,       0,       0,       0,     438,      12,2.7,       4,0.9,      74,16.9,     110,25.1,      40,9.1,0.7,3.9,5.9,84.7,0.7,0.2,3.9,48.9,51.1,0.0,     209,17.0,        452,37.7,100.0,  11.6 to 1,84.1,100.0,100.0,"      $5,061,753","  $77,754",     65.1,      48,      48, 100.0,  10.4,  89.6,   0.0,   0.0,"          $13,001,015.00",             719.1,"              $18,079.56","          $13,843,967.00",             732.2,"              $18,907.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford: Brookside,01850065,Public School,Milford,MA,01757,"K,01,02",Milford,01850000,Public School District,       0,     150,     150,     161,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     461,     175,38.0,     142,30.8,      67,14.5,     279,60.5,     216,46.9,3.3,1.1,31.0,62.0,0.2,0.0,2.4,51.0,49.0,0.0,     170,18.3,        478,38.0,100.0,  12.1 to 1,88.2,96.1,100.0,"     $28,670,097","  $84,923",    337.6,      48,       0,   0.0,-,-,-,-,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford: Memorial,01850010,Public School,Milford,MA,01757,"K,01,02",Milford,01850000,Public School District,       0,     161,     152,     161,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     474,     213,44.9,     180,38.0,      50,10.5,     298,62.9,     232,48.9,3.0,0.6,32.5,61.4,0.2,0.0,2.3,50.8,49.2,0.0,     180,16.7,        470,36.3,100.0,  13.1 to 1,93.4,98.6,100.0,"     $28,670,097","  $84,923",    337.6,      47,       0,   0.0,-,-,-,-,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford: Milford High,01850505,Public School,Milford,MA,01757,"09,10,11,12",Milford,01850000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     354,     318,     304,     279,      11,"   1,266",     439,34.7,     174,13.7,     167,13.2,     611,48.3,     446,35.2,2.8,2.1,29.4,60.4,1.6,0.0,3.6,51.1,48.7,0.2,     567,19.3,"      1,298",96.5,97.9,  13.1 to 1,81.2,88.2,91.4,"     $28,670,097","  $84,923",    337.6,     122,       0,   0.0,-,-,-,-,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",302.0,85.8,5.0,0.0,0.7,8.3,0.3,"   1,255",21.0,1.7,264.0,178.0,67.4,0.0,36.5,16.9,46.6,16.9,13.5,18.5,264.0,264.0,100.0,     260,     416,149.0,73.0,31.0,7.0,0.0,37.0,80.0,135.0,108.0,56.0,28.1,71.9,140.0,554.0,548.0,         581,         404,69.5
Milford: Shining Star Early Childhood Center,01850075,Public School,Milford,MA,01757,PK,Milford,01850000,Public School District,     182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     182,      85,46.7,      67,36.8,      87,47.8,     121,66.5,      69,37.9,3.8,2.2,25.8,65.4,0.5,0.0,2.2,62.1,37.4,0.5,      29,13.8,        191,8.6,88.4,  21.2 to 1,76.7,100.0,88.9,"     $28,670,097","  $84,923",    337.6,      15,       0,   0.0,-,-,-,-,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford: Stacy Middle,01850305,Public School,Milford,MA,01757,"06,07,08",Milford,01850000,Public School District,       0,       0,       0,       0,       0,       0,       0,     337,     351,     331,       0,       0,       0,       0,       0,"   1,019",     377,37.0,     133,13.1,     131,12.9,     546,53.6,     397,39.0,2.6,1.8,29.9,59.9,2.6,0.0,3.2,54.2,45.8,0.0,     485,20.9,"      1,050",79.1,98.7,  12.9 to 1,86.1,93.7,97.5,"     $28,670,097","  $84,923",    337.6,      97,       0,   0.0,-,-,-,-,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milford: Woodland,01850090,Public School,Milford,MA,01757,"03,04,05",Milford,01850000,Public School District,       0,       0,       0,       0,     328,     344,     333,       0,       0,       0,       0,       0,       0,       0,       0,"   1,005",     400,39.8,     243,24.2,     175,17.4,     618,61.5,     411,40.9,3.6,1.6,29.9,59.8,1.0,0.2,4.0,51.6,48.4,0.0,     419,19.9,"      1,032",79.1,100.0,  12.7 to 1,88.6,98.7,97.5,"     $28,670,097","  $84,923",    337.6,      98,       0,   0.0,-,-,-,-,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millbury: Elmwood Street,01860017,Public School,Millbury,MA,01527,"PK,K,01,02",Millbury,01860000,Public School District,      69,     126,     120,     132,     103,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     550,      52,9.5,      44,8.0,      85,15.5,     228,41.5,     146,26.5,3.1,3.3,6.9,80.7,0.0,0.0,6.0,52.7,47.3,0.0,     234,18.7,        561,39.8,100.0,  13.8 to 1,95.0,100.0,100.0,"     $11,012,064","  $83,615",    131.7,      46,      46, 100.0,  21.7,  78.3,   0.0,   0.0,"          $27,209,831.00","           1,692.0","              $16,081.46","          $30,348,559.00","           1,784.0","              $17,011.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millbury: Millbury Junior/Senior High,01860505,Public School,Millbury,MA,01527,"07,08,09,10,11,12",Millbury,01860000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     157,     137,     130,      95,     117,     108,       1,     745,      52,7.0,      13,1.7,     137,18.4,     285,38.3,     172,23.1,4.0,3.2,9.7,79.5,0.1,0.0,3.5,49.1,50.9,0.0,     429,16.7,        747,62.4,100.0,  11.9 to 1,82.4,85.6,87.7,"     $11,012,064","  $83,615",    131.7,      73,      73, 100.0,  20.5,  79.5,   0.0,   0.0,"          $27,209,831.00","           1,692.0","              $16,081.46","          $30,348,559.00","           1,784.0","              $17,011.52",110.0,97.3,1.8,0.0,0.0,0.9,0.0,     450,2.0,0.4,107.0,82.0,76.6,0.0,43.9,9.8,46.3,9.8,25.6,11.0,107.0,107.0,100.0,      95,     166,43.0,35.0,16.0,0.0,1.0,20.0,38.0,58.0,35.0,15.0,34.9,65.1,60.0,539.0,545.0,         224,         151,67.4
Millbury: Raymond E. Shaw Elementary,01860025,Public School,Millbury,MA,01527,"03,04,05,06",Millbury,01860000,Public School District,       0,       0,       0,       0,       0,     127,     144,     134,       0,       0,       0,       0,       0,       0,       0,     405,      39,9.6,      20,4.9,      81,20.0,     190,46.9,     120,29.6,2.7,4.0,7.7,80.0,0.0,0.2,5.4,52.3,47.7,0.0,     181,20.3,        401,29.5,100.0,  13.7 to 1,83.2,100.0,96.8,"     $11,012,064","  $83,615",    131.7,      38,      38, 100.0,  26.3,  73.7,   0.0,   0.0,"          $27,209,831.00","           1,692.0","              $16,081.46","          $30,348,559.00","           1,784.0","              $17,011.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millis: Clyde F Brown,01870005,Public School,Millis,MA,02054,"PK,K,01,02,03,04,05",Millis,01870000,Public School District,      61,      80,      77,      95,      80,      84,     100,       0,       0,       0,       0,       0,       0,       0,       0,     577,      27,4.7,      10,1.7,      74,12.8,     135,23.4,      64,11.1,0.5,1.4,7.6,86.1,0.7,0.2,3.5,48.5,51.5,0.0,     221,19.4,        582,37.3,100.0,  15.5 to 1,92.0,100.0,100.0,"      $8,592,634","  $91,704",     93.7,      47,      46,  97.9,   2.2,  95.7,   2.2,   0.0,"          $20,149,150.66","           1,190.8","              $16,920.68","          $21,877,312.77","           1,252.6","              $17,465.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
