School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH
Holyoke: William R. Peck School,01370030,Public School,Holyoke,MA,01040,"04,05,06,07,08",Holyoke,01370000,Public School District,       0,       0,       0,       0,       0,      52,      41,      48,      55,      59,       0,       0,       0,       0,       0,     255,     134,  52.5,      90,  35.3,      95,  37.3, , ,     247,  96.9,     241,  94.5,2.7,0.0,89.8,5.9,0.0,0.0,1.6,54.9,45.1,0.0,      70,15.3,        261,24.3,100.0,10.5,58.2,87.6,93.3,"     $29,659,366","  $72,819",    407.3,      42,      41,  97.6,   2.4,  85.4,  12.2,   0.0,"          $98,334,119.35","           5,175.7","              $18,999.19","         $121,010,496.50","           6,460.1","              $18,731.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           9,4.0,           1,0.0,           8,3.0,          87,38.0,         133,58.0,         229,95.0,468.0,25.0,         166,           5,2.0,           0,0.0,           5,2.0,          51,22.0,         171,75.0,         227,94.0,461.0,26.0,         160
Holyoke Community Charter (District): Holyoke Community Charter School,04530005,Charter School,Holyoke,MA,01040,"K,01,02,03,04,05,06,07,08",Holyoke Community Charter (District),04530000,Charter District,       0,      57,      82,      88,      77,      86,      83,      85,      73,      71,       0,       0,       0,       0,       0,     702,     226,  32.2,      88,  12.5,     140,  19.9, , ,     566,  80.6,     517,  73.6,0.7,1.0,92.7,3.7,0.0,0.0,1.9,47.6,52.4,0.0,     184,22.8,        701,42.5,81.2,16.5,67.1,90.6,67.4,"      $2,805,869","  $66,020",     42.5,,,,,,,,"          $11,882,686.00",             700.8,"              $16,956.61","          $11,882,686.00",             700.8,"              $16,956.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         114,24.0,           8,2.0,         106,22.0,         255,54.0,         103,22.0,         472,100.0,486.0,30.0,         296,          44,9.0,           1,0.0,          43,9.0,         252,53.0,         176,37.0,         472,100.0,476.0,27.0,         296
Hoosac Valley Regional: Hoosac Valley Elementary School,06030020,Public School,Adams,MA,01220,"PK,K,01,02,03",Hoosac Valley Regional,06030000,Public School District,      27,      73,      90,      72,      70,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     332,       8,   2.4,       8,   2.4,      83,  25.0, , ,     216,  65.1,     185,  55.7,2.1,1.2,4.2,89.2,0.0,0.0,3.3,51.2,48.8,0.0,     123,15.6,        326,26.0,96.2,12.8,84.6,100.0,96.0,"      $6,452,828","  $70,600",     91.4,      28,      28, 100.0,   3.6,  92.9,   3.6,   0.0,"          $18,860,152.94","           1,013.8","              $18,603.43","          $20,999,373.28","           1,228.7","              $17,090.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          28,41.0,           2,3.0,          26,38.0,          30,44.0,          10,15.0,          68,100.0,493.0,,,          20,29.0,           4,6.0,          16,24.0,          27,40.0,          21,31.0,          68,100.0,484.0,,
Hoosac Valley Regional: Hoosac Valley High School,06030505,Public School,Cheshire,MA,01225,"08,09,10,11,12",Hoosac Valley Regional,06030000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,      95,      64,      58,      70,      47,       3,     337,       5,   1.5,       1,   0.3,      71,  21.1, , ,     182,  54.0,     163,  48.4,4.7,0.3,2.7,90.5,0.6,0.0,1.2,50.7,49.3,0.0,     184,9.2,        285,36.2,94.5,9.3,80.1,83.4,83.3,"      $6,452,828","  $70,600",     91.4,      42,      42, 100.0,-,-,-,-,"          $18,860,152.94","           1,013.8","              $18,603.43","          $20,999,373.28","           1,228.7","              $17,090.72",47.0,83.0,6.4,0.0,0.0,10.6,0.0,     239,6.0,2.5,44.0,25.0,56.8,0.0,22.7,9.1,25.0,6.8,9.1,4.5,47.7,44.0,25.0,56.8,      76,     120,47.0,14.0,15.0,0.0,0.0,41.0,47.0,22.0,8.0,2.0,73.3,26.7,30.0,525.0,531.0,         112,          60,53.6,          20,22.0,           1,1.0,          19,21.0,          43,48.0,          27,30.0,          90,97.0,482.0,33.0,          86,          12,13.0,           0,0.0,          12,13.0,          36,40.0,          42,47.0,          90,97.0,473.0,26.0,          86
Hoosac Valley Regional: Hoosac Valley Middle School,06030315,Public School,Cheshire,MA,01225,"04,05,06,07",Hoosac Valley Regional,06030000,Public School District,       0,       0,       0,       0,       0,      80,      76,     103,     107,       0,       0,       0,       0,       0,       0,     366,       3,   0.8,       3,   0.8,      91,  24.9, , ,     232,  63.4,     205,  56.0,3.3,0.3,2.5,91.3,0.0,0.0,2.7,49.2,50.8,0.0,     258,17.9,        369,29.2,100.0,12.5,93.9,100.0,91.7,"      $6,452,828","  $70,600",     91.4,      39,      39, 100.0,   5.1,  89.7,   5.1,   0.0,"          $18,860,152.94","           1,013.8","              $18,603.43","          $20,999,373.28","           1,228.7","              $17,090.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          97,28.0,           5,1.0,          92,27.0,         159,46.0,          88,26.0,         344,99.0,486.0,27.0,         254,          27,8.0,           2,1.0,          25,7.0,         201,58.0,         117,34.0,         345,99.0,477.0,23.0,         256
Hopedale: Hopedale Jr Sr High,01380505,Public School,Hopedale,MA,01747,"07,08,09,10,11,12",Hopedale,01380000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      90,      90,      81,      67,      84,      74,       0,     486,      39,   8.0,      12,   2.5,      80,  16.5, , ,     141,  29.0,      85,  17.5,1.4,2.7,9.3,83.7,0.4,0.4,2.1,52.7,47.3,0.0,     399,10.9,        484,44.7,97.8,10.9,79.0,90.2,95.7,"      $6,737,149","  $72,755",     92.6,      56,      56, 100.0,-,-,-,-,"          $17,557,552.30","           1,095.0","              $16,034.29","          $19,113,503.30","           1,160.4","              $16,471.48",73.0,97.3,0.0,1.4,0.0,1.4,0.0,     306,2.0,0.7,71.0,60.0,84.5,0.0,39.4,7.0,38.0,7.0,11.3,14.1,77.4,71.0,71.0,100.0,      97,     156,59.0,22.0,12.0,3.0,1.0,21.0,31.0,49.0,39.0,16.0,33.3,66.7,81.0,583.0,565.0,         156,         117,75.0,          87,52.0,          10,6.0,          77,46.0,          61,37.0,          18,11.0,         166,93.0,500.0,31.0,         158,          79,47.0,          14,8.0,          65,39.0,          70,42.0,          19,11.0,         168,94.0,498.0,29.0,         159
Hopedale: Memorial,01380010,Public School,Hopedale,MA,01747,"K,01,02,03,04,05,06",Hopedale,01380000,Public School District,       0,      81,      71,      66,      78,      82,      78,      77,       0,       0,       0,       0,       0,       0,       0,     533,      47,   8.8,      29,   5.4,     121,  22.7, , ,     185,  34.7,      88,  16.5,0.9,1.1,10.5,82.0,0.0,0.0,5.4,51.4,48.6,0.0,     322,15.5,        529,44.0,100.0,12.1,78.6,97.7,97.8,"      $6,737,149","  $72,755",     92.6,      53,      53, 100.0,  11.3,  88.7,   0.0,   0.0,"          $17,557,552.30","           1,095.0","              $16,034.29","          $19,113,503.30","           1,160.4","              $16,471.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         170,58.0,          20,7.0,         150,51.0,          98,33.0,          25,9.0,         293,95.0,501.0,39.0,         138,         127,43.0,          12,4.0,         115,39.0,         141,48.0,          25,9.0,         293,95.0,496.0,36.0,         138
Hopedale: Park Street School,01380003,Public School,Hopedale,MA,01747,PK,Hopedale,01380000,Public School District,      80,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      80,       3,   3.8,       0,   0.0,      14,  17.5, , ,      21,  26.3,      15,  18.8,2.5,1.3,7.5,73.8,0.0,0.0,15.0,53.8,46.3,0.0,      12,6.8,         81,3.9,100.0,20.5,79.5,100.0,100.0,"      $6,737,149","  $72,755",     92.6,       8,       8, 100.0,  25.0,  75.0,   0.0,   0.0,"          $17,557,552.30","           1,095.0","              $16,034.29","          $19,113,503.30","           1,160.4","              $16,471.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Elmwood,01390010,Public School,Hopkinton,MA,01748,"02,03",Hopkinton,01390000,Public School District,       0,       0,       0,     308,     272,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     580,     151,  26.0,      71,  12.2,      61,  10.5, , ,     200,  34.5,      36,   6.2,0.3,30.5,5.3,57.4,0.2,0.0,6.2,50.5,49.5,0.0,     161,20.4,        591,38.2,100.0,15.2,81.2,94.8,100.0,"     $27,052,621","  $97,102",    278.6,      53,      21,  39.6,  19.0,  81.0,   0.0,   0.0,"          $60,732,572.27","           3,947.8","              $15,383.90","          $63,611,990.89","           4,008.3","              $15,870.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         201,76.0,          50,19.0,         151,57.0,          57,22.0,           7,3.0,         265,99.0,512.0,,,         172,65.0,          55,21.0,         117,44.0,          75,28.0,          18,7.0,         265,99.0,509.0,,
Hopkinton: Hopkins Elementary School,01390015,Public School,Hopkinton,MA,01748,"04,05",Hopkinton,01390000,Public School District,       0,       0,       0,       0,       0,     312,     297,       0,       0,       0,       0,       0,       0,       0,       0,     609,      99,  16.3,      14,   2.3,      60,   9.9, , ,     162,  26.6,      33,   5.4,0.3,27.4,3.3,65.4,0.3,0.0,3.3,50.6,49.4,0.0,     261,24.1,        615,39.0,100.0,15.6,87.2,100.0,97.7,"     $27,052,621","  $97,102",    278.6,      58,      11,  19.0,  27.3,  63.6,   9.1,   0.0,"          $60,732,572.27","           3,947.8","              $15,383.90","          $63,611,990.89","           4,008.3","              $15,870.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         457,77.0,         119,20.0,         338,57.0,         118,20.0,          19,3.0,         594,99.0,514.0,50.0,         275,         386,65.0,          75,13.0,         311,52.0,         178,30.0,          30,5.0,         594,99.0,507.0,45.0,         275
Hopkinton: Hopkinton High,01390505,Public School,Hopkinton,MA,01748,"09,10,11,12",Hopkinton,01390000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     260,     315,     289,     327,       7,"   1,198",      99,   8.3,      14,   1.2,     150,  12.5, , ,     224,  18.7,      82,   6.8,1.4,15.5,3.5,76.5,0.4,0.0,2.7,48.6,51.3,0.1,     952,17.1,"      1,202",85.9,100.0,13.9,90.0,91.2,91.3,"     $27,052,621","  $97,102",    278.6,     115,      22,  19.1,   9.1,  81.8,   9.1,   0.0,"          $60,732,572.27","           3,947.8","              $15,383.90","          $63,611,990.89","           4,008.3","              $15,870.07",327.0,99.7,0.3,0.0,0.0,0.0,0.0,"   1,191",0.0,0.0,326.0,279.0,85.6,0.0,41.4,2.5,41.7,2.1,4.0,11.0,83.1,326.0,312.0,95.7,     498,"   1,087",192.0,131.0,94.0,55.0,26.0,33.0,78.0,267.0,374.0,335.0,10.2,89.8,344.0,625.0,640.0,         617,         514,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Hopkinton Middle School,01390305,Public School,Hopkinton,MA,01748,"06,07,08",Hopkinton,01390000,Public School District,       0,       0,       0,       0,       0,       0,       0,     303,     297,     322,       0,       0,       0,       0,       0,     922,     123,  13.3,      15,   1.6,     104,  11.3, , ,     197,  21.4,      66,   7.2,0.8,23.0,4.2,67.0,0.3,0.0,4.7,51.5,48.5,0.0,     678,22.4,        928,68.9,98.5,13.4,91.5,97.1,96.0,"     $27,052,621","  $97,102",    278.6,      84,      16,  19.0,  18.8,  75.0,   6.3,   0.0,"          $60,732,572.27","           3,947.8","              $15,383.90","          $63,611,990.89","           4,008.3","              $15,870.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         678,76.0,         189,21.0,         489,55.0,         165,19.0,          47,5.0,         890,98.0,514.0,42.0,         839,         648,73.0,         228,26.0,         420,47.0,         196,22.0,          48,5.0,         892,98.0,515.0,49.0,         837
Hopkinton: Hopkinton Pre-School,01390003,Public School,Hopkinton,MA,01748,PK,Hopkinton,01390000,Public School District,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      75,      17,  22.7,      11,  14.7,      33,  44.0, , ,      39,  52.0,       5,   6.7,0.0,25.3,6.7,61.3,0.0,0.0,6.7,64.0,36.0,0.0,      15,7.3,         81,5.0,100.0,15.0,80.0,100.0,100.0,"     $27,052,621","  $97,102",    278.6,       9,       4,  44.4,-,-,-,-,"          $60,732,572.27","           3,947.8","              $15,383.90","          $63,611,990.89","           4,008.3","              $15,870.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Marathon Elementary School,01390005,Public School,Hopkinton,MA,01748,"K,01",Hopkinton,01390000,Public School District,       0,     270,     278,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     548,     156,  28.5,     137,  25.0,      46,   8.4, , ,     183,  33.4,      31,   5.7,0.4,30.7,4.4,58.9,0.4,0.0,5.3,52.9,47.1,0.0,     182,17.7,        557,41.5,100.0,13.2,84.1,98.8,100.0,"     $27,052,621","  $97,102",    278.6,      59,      21,  35.6,  14.3,  85.7,   0.0,   0.0,"          $60,732,572.27","           3,947.8","              $15,383.90","          $63,611,990.89","           4,008.3","              $15,870.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson: C A Farley,01410030,Public School,Hudson,MA,01749,"PK,K,01,02,03,04",Hudson,01410000,Public School District,      14,      68,      77,      76,      83,      79,       0,       0,       0,       0,       0,       0,       0,       0,       0,     397,     125,  31.5,      78,  19.6,      58,  14.6, , ,     191,  48.1,     123,  31.0,1.5,1.8,20.9,72.8,0.0,0.0,3.0,51.1,48.9,0.0,     228,15.5,        403,42.8,100.0,9.3,82.9,100.0,100.0,"     $19,647,503","  $84,324",    233.0,      51,      51, 100.0,  17.6,  78.4,   3.9,   0.0,"          $46,806,166.46","           2,424.4","              $19,306.29","          $53,220,728.04","           2,676.7","              $19,882.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          74,50.0,           5,3.0,          69,47.0,          53,36.0,          21,14.0,         148,94.0,497.0,,,          38,26.0,           3,2.0,          35,24.0,          64,44.0,          45,31.0,         147,93.0,483.0,,
Hudson: David J. Quinn Middle School,01410410,Public School,Hudson,MA,01749,"05,06,07",Hudson,01410000,Public School District,       0,       0,       0,       0,       0,       0,     209,     163,     200,       0,       0,       0,       0,       0,       0,     572,     147,  25.7,      52,   9.1,      96,  16.8, , ,     263,  46.0,     178,  31.1,1.9,1.9,14.9,78.5,0.0,0.0,2.8,48.8,51.2,0.0,     342,17.7,        592,54.2,96.3,10.6,90.8,94.5,92.9,"     $19,647,503","  $84,324",    233.0,      65,      65, 100.0,   4.6,  93.8,   1.5,   0.0,"          $46,806,166.46","           2,424.4","              $19,306.29","          $53,220,728.04","           2,676.7","              $19,882.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         218,39.0,          19,3.0,         199,36.0,         237,43.0,         100,18.0,         555,99.0,491.0,29.0,         509,         125,23.0,           7,1.0,         118,21.0,         322,58.0,         108,19.0,         555,99.0,486.0,26.0,         508
Hudson: Forest Avenue Elementary,01410015,Public School,Hudson,MA,01749,"K,01,02,03,04",Hudson,01410000,Public School District,       0,      46,      65,      62,      81,      68,       0,       0,       0,       0,       0,       0,       0,       0,       0,     322,      91,  28.3,      52,  16.1,      38,  11.8, , ,     128,  39.8,      79,  24.5,2.8,2.2,14.6,76.1,0.6,0.0,3.7,50.9,49.1,0.0,     189,15.2,        320,31.2,100.0,10.3,79.7,100.0,97.1,"     $19,647,503","  $84,324",    233.0,      40,      40, 100.0,-,-,-,-,"          $46,806,166.46","           2,424.4","              $19,306.29","          $53,220,728.04","           2,676.7","              $19,882.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          77,53.0,          14,10.0,          63,44.0,          58,40.0,           9,6.0,         144,100.0,502.0,,,          52,36.0,           5,3.0,          47,33.0,          70,49.0,          22,15.0,         144,100.0,492.0,,
Hudson: Hudson High,01410505,Public School,Hudson,MA,01749,"08,09,10,11,12",Hudson,01410000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,     206,     171,     182,     169,     144,       0,     872,     223,  25.6,      72,   8.3,     141,  16.2, , ,     375,  43.0,     246,  28.2,2.3,1.4,13.3,80.0,0.2,0.1,2.6,46.3,53.6,0.1,     498,14.4,        870,77.5,96.1,11.3,93.2,94.8,96.3,"     $19,647,503","  $84,324",    233.0,     100,     100, 100.0,  13.0,  86.0,   1.0,   0.0,"          $46,806,166.46","           2,424.4","              $19,306.29","          $53,220,728.04","           2,676.7","              $19,882.96",168.0,84.5,5.4,0.0,0.0,10.1,0.0,     666,28.0,4.2,143.0,94.0,65.7,0.0,26.6,7.0,32.2,6.3,12.6,8.4,58.800000000000004,143.0,142.0,99.3,     125,     193,68.0,46.0,11.0,0.0,0.0,35.0,59.0,48.0,36.0,15.0,48.7,51.3,150.0,558.0,538.0,         312,         215,68.9,          70,36.0,          10,5.0,          60,31.0,          83,43.0,          40,21.0,         193,97.0,491.0,33.0,         182,          42,22.0,           1,1.0,          41,21.0,          99,52.0,          50,26.0,         191,96.0,483.0,18.0,         180
Hudson: Mulready Elementary,01410007,Public School,Hudson,MA,01749,"PK,K,01,02,03,04",Hudson,01410000,Public School District,      12,      52,      42,      48,      49,      50,       0,       0,       0,       0,       0,       0,       0,       0,       0,     253,      78,  30.8,      56,  22.1,      62,  24.5, , ,     131,  51.8,      71,  28.1,2.0,2.0,15.0,78.7,0.0,0.0,2.4,50.2,49.8,0.0,     157,13.8,        247,27.2,100.0,9.3,82.2,97.1,100.0,"     $19,647,503","  $84,324",    233.0,      38,      38, 100.0,  23.7,  76.3,   0.0,   0.0,"          $46,806,166.46","           2,424.4","              $19,306.29","          $53,220,728.04","           2,676.7","              $19,882.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          42,46.0,           6,7.0,          36,40.0,          42,46.0,           7,8.0,          91,99.0,498.0,,,          33,37.0,           2,2.0,          31,34.0,          39,43.0,          18,20.0,          90,98.0,490.0,,
Hull: Hull High,01420505,Public School,Hull,MA,02045,"09,10,11,12",Hull,01420000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      59,      65,      65,      73,       0,     262,       6,   2.3,       3,   1.1,      53,  20.2, , ,     112,  42.7,      83,  31.7,1.5,1.9,3.8,90.8,0.0,0.0,1.9,56.5,43.5,0.0,     253,9.0,        261,28.6,100.0,9.2,81.8,93.0,100.0,"      $7,040,981","  $88,566",     79.5,      37,      36,  97.3,  11.1,  86.1,   2.8,   0.0,"          $19,982,813.63",             801.2,"              $24,941.11","          $22,367,418.63",             855.2,"              $26,154.61",74.0,90.5,4.1,0.0,2.7,2.7,0.0,     262,1.0,0.4,69.0,42.0,60.9,0.0,23.2,7.2,30.4,5.8,4.3,8.7,53.599999999999994,69.0,69.0,100.0,      56,     107,28.0,12.0,11.0,4.0,1.0,10.0,35.0,21.0,31.0,10.0,42.1,57.9,47.0,575.0,550.0,         138,          92,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
