School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Overall Improvement Toward Improvement Targets (%)
Natick: Wilson Middle,01980310,Public School,Natick,MA,01760,"05,06,07,08",Natick,01980000,Public School District,       0,       0,       0,       0,       0,       0,     251,     243,     223,     228,       0,       0,       0,       0,       0,     945,      50,5.3,       4,0.4,     168,17.8,     235,24.9,     102,10.8,3.7,5.8,5.6,77.5,0.1,0.1,7.2,51.1,48.9,     451,21.7,        952,77.9,99.9,  12.1 to 1,68.3,87.8,"     $31,443,779","  $77,049",    408.0,100.0,98.0,98.0,  10.2,  87.8,   2.0,   0.0,"          $84,116,373.62","           5,474.1","              $15,366.25","          $92,303,763.18","           5,630.6","              $16,393.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         593,64.0,          99,11.0,         494,53.0,         264,28.0,          73,8.0,         930,505.8,52.0,         907,67.0,         617,66.0,         120,13.0,         497,53.0,         253,27.0,          62,7.0,         932,507.1,60.1,         906,80.0,Not requiring assistance or intervention,Partially meeting targets,79.0,34.0
Nauset: Nauset Regional High,06600505,Public School,North Eastham,MA,02651,"09,10,11,12",Nauset,06600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     236,     222,     235,     214,       4,     911,      30,3.3,      18,2.0,     100,11.0,     276,30.3,     192,21.1,5.2,2.7,3.5,85.0,0.2,0.1,3.3,45.4,54.6,     541,14.7,        940,81.6,97.7,  11.2 to 1,84.0,89.2,"     $11,585,289","  $84,750",    137.0,104.0,104.0,100.0,  34.6,  65.4,   0.0,   0.0,"          $29,551,080.00","           1,467.8","              $20,132.91","          $33,299,864.29","           1,607.9","              $20,710.16",       229,90.0,6.1,0.9,0.0,3.1,0.0,     907,7.0,0.8,212.0,178.0,84.0,0.0,47.2,16.3,36.5,14.6,8.4,10.1,212.0,212.0,100.0,     297,     608,137.0,70.0,50.0,21.0,19.0,28.0,87.0,148.0,196.0,149.0,18.9,81.1,275.0,589.0,577.0,         461,         304,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,87.0,72.0
Nauset: Nauset Regional Middle,06600305,Public School,Orleans,MA,02653,"06,07,08",Nauset,06600000,Public School District,       0,       0,       0,       0,       0,       0,       0,     185,     183,     184,       0,       0,       0,       0,       0,     552,      20,3.6,       7,1.3,     113,20.5,     209,37.9,     123,22.3,3.8,2.5,4.3,85.7,0.0,0.2,3.4,51.3,48.7,     401,18.4,        566,55.1,97.7,  10.0 to 1,81.8,96.0,"     $11,585,289","  $84,750",    137.0,65.0,65.0,100.0,  56.9,  43.1,   0.0,   0.0,"          $29,551,080.00","           1,467.8","              $20,132.91","          $33,299,864.29","           1,607.9","              $20,710.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         327,61.0,          61,11.0,         266,50.0,         174,32.0,          36,7.0,         537,505.4,48.6,         509,66.0,         309,58.0,          26,5.0,         283,53.0,         202,38.0,          26,5.0,         537,502.6,50.2,         509,64.0,Not requiring assistance or intervention,Partially meeting targets,53.0,32.0
Needham: Broadmeadow,01990005,Public School,Needham,MA,02492,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      71,      85,      90,      85,     106,     106,       0,       0,       0,       0,       0,       0,       0,       0,     543,      46,8.5,      22,4.1,      61,11.2,      96,17.7,      20,3.7,1.3,6.6,6.4,79.7,0.0,0.0,5.9,47.0,53.0,     126,21.4,        544,32.4,100.0,  16.8 to 1,90.7,90.7,"     $38,854,017","  $95,184",    408.0,54.0,54.0,100.0,-,-,-,-,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         228,78.0,          43,15.0,         185,63.0,          63,22.0,           2,1.0,         293,512.9,50.3,         202,90.0,         204,70.0,          34,12.0,         170,58.0,          85,29.0,           4,1.0,         293,509.8,46.8,         202,87.0,Not requiring assistance or intervention,Partially meeting targets,85.0,66.0
Needham: High Rock School,01990410,Public School,Needham,MA,02492,6,Needham,01990000,Public School District,       0,       0,       0,       0,       0,       0,       0,     450,       0,       0,       0,       0,       0,       0,       0,     450,      32,7.1,       8,1.8,      78,17.3,      99,22.0,      22,4.9,2.4,10.0,6.7,75.3,0.0,0.0,5.6,49.1,50.9,     306,19.1,        456,37.8,100.0,  11.9 to 1,96.0,97.4,"     $38,854,017","  $95,184",    408.0,55.0,53.0,96.4,   0.0,  96.2,   3.8,   0.0,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         354,80.0,         109,24.0,         245,55.0,          85,19.0,           6,1.0,         445,517.4,62.9,         418,97.0,         354,80.0,         105,24.0,         249,56.0,          88,20.0,           3,1.0,         445,515.7,68.1,         417,97.0,Not requiring assistance or intervention,Meeting targets,99.0,80.0
Needham: John Eliot,01990020,Public School,Needham,MA,02494,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      64,      58,      65,      57,      75,      74,       0,       0,       0,       0,       0,       0,       0,       0,     393,      51,13.0,      28,7.1,      54,13.7,     110,28.0,      40,10.2,6.9,12.7,7.9,68.7,0.0,0.0,3.8,51.4,48.6,      97,19.9,        399,24.2,100.0,  16.2 to 1,87.6,100.0,"     $38,854,017","  $95,184",    408.0,43.0,42.0,97.7,   0.0,  97.6,   2.4,   0.0,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         139,67.0,          30,15.0,         109,53.0,          66,32.0,           1,0.0,         206,509.3,55.9,         146,80.0,         127,62.0,          23,11.0,         104,50.0,          73,35.0,           6,3.0,         206,505.5,47.1,         146,75.0,Not requiring assistance or intervention,Partially meeting targets,82.0,66.0
Needham: Needham High,01990505,Public School,Needham,MA,02494,"09,10,11,12",Needham,01990000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     435,     414,     441,     396,       0,"   1,686",     151,9.0,      14,0.8,     280,16.6,     362,21.5,     103,6.1,2.9,8.2,4.9,80.6,0.0,0.1,3.3,50.5,49.4,     730,16.6,"      1,675",124.6,99.2,  13.5 to 1,84.2,93.6,"     $38,854,017","  $95,184",    408.0,157.0,150.0,95.5,   0.0,  96.7,   3.3,   0.0,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",       392,97.7,1.8,0.0,0.3,0.3,0.0,"   1,686",1.0,0.1,388.0,335.0,86.3,0.0,58.8,4.8,36.4,3.3,3.0,11.3,388.0,388.0,100.0,     439,     746,240.0,125.0,45.0,25.0,4.0,8.0,52.0,149.0,236.0,301.0,8.0,92.0,444.0,618.0,624.0,         831,         729,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,92.0,67.0
Needham: Newman Elementary,01990050,Public School,Needham,MA,02492,"PK,K,01,02,03,04,05",Needham,01990000,Public School District,      83,     118,     101,     116,      98,     135,     104,       0,       0,       0,       0,       0,       0,       0,       0,     755,      78,10.3,      38,5.0,     146,19.3,     210,27.8,      57,7.5,4.4,9.3,5.7,73.9,0.0,0.1,6.6,51.3,48.7,     163,20.4,        765,51.5,97.2,  14.7 to 1,83.6,99.1,"     $38,854,017","  $95,184",    408.0,71.0,70.0,98.6,   0.0,  92.9,   7.1,   0.0,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         215,65.0,          29,9.0,         186,57.0,         105,32.0,           9,3.0,         329,507.3,51.4,         221,73.0,         183,56.0,          26,8.0,         157,48.0,         121,37.0,          25,8.0,         329,501.9,52.5,         223,61.0,Not requiring assistance or intervention,Partially meeting targets,71.0,63.0
Needham: Pollard Middle,01990405,Public School,Needham,MA,02492,"07,08",Needham,01990000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     408,     446,       0,       0,       0,       0,       0,     854,      78,9.1,      10,1.2,     157,18.4,     186,21.8,      39,4.6,1.9,8.5,5.5,78.5,0.2,0.0,5.4,47.1,52.9,     635,18.2,        852,74.0,100.0,  11.5 to 1,78.4,87.0,"     $38,854,017","  $95,184",    408.0,95.0,95.0,100.0,   0.0,  93.7,   6.3,   0.0,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         689,82.0,         289,35.0,         400,48.0,         126,15.0,          21,3.0,         836,520.4,67.1,         798,99.0,         682,82.0,         216,26.0,         466,56.0,         144,17.0,           8,1.0,         834,517.2,56.8,         803,98.0,Not requiring assistance or intervention,Meeting targets,95.0,85.0
Needham: Sunita L. Williams Elementary,01990035,Public School,Needham,MA,02494,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      83,      82,      85,      72,      86,      79,       0,       0,       0,       0,       0,       0,       0,       0,     487,      78,16.0,      36,7.4,      60,12.3,     111,22.8,      22,4.5,3.3,10.7,5.7,73.5,0.2,0.0,6.6,52.6,47.4,     110,21.2,        484,33.1,100.0,  14.7 to 1,87.9,92.7,"     $38,854,017","  $95,184",    408.0,47.0,47.0,100.0,-,-,-,-,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         174,74.0,          25,11.0,         149,63.0,          59,25.0,           2,1.0,         235,510.9,59.9,         160,84.0,         163,69.0,          30,13.0,         133,57.0,          65,28.0,           7,3.0,         235,509.7,54.4,         160,87.0,Not requiring assistance or intervention,Meeting targets,92.0,84.0
Needham: William Mitchell,01990040,Public School,Needham,MA,02492,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      68,      85,      92,      84,      79,      90,       0,       0,       0,       0,       0,       0,       0,       0,     498,      31,6.2,      14,2.8,      50,10.0,      77,15.5,      14,2.8,1.4,8.0,4.4,81.5,0.0,0.0,4.6,48.8,51.2,     116,21.4,        499,30.6,99.8,  16.3 to 1,89.4,99.8,"     $38,854,017","  $95,184",    408.0,48.0,47.0,97.9,   0.0,  93.6,   6.4,   0.0,"          $97,724,271.00","           5,677.5","              $17,212.55","         $104,781,981.92","           5,773.5","              $18,148.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         181,72.0,          43,17.0,         138,55.0,          69,27.0,           1,0.0,         251,512.1,51.1,         163,88.0,         176,70.0,          27,11.0,         149,59.0,          69,27.0,           6,2.0,         251,508.5,53.9,         163,84.0,Not requiring assistance or intervention,Meeting targets,84.0,80.0
Neighborhood House Charter (District): Neighborhood House Charter School,04440205,Charter School,Dorchester,MA,02122,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Neighborhood House Charter (District),04440000,Charter District,      38,      38,      40,      40,      44,      45,      64,      63,      56,      58,      47,       0,       0,       0,       0,     533,     121,22.7,      43,8.1,      83,15.6,     285,53.5,     206,38.6,52.9,2.4,17.1,21.2,0.8,0.0,5.6,50.3,49.7,     156,28.7,        568,57.8,60.7,   9.2 to 1,27.6,84.4,,,,,,,,,,,"          $10,975,827.30",             551.7,"              $19,895.28","          $10,975,827.30",             551.7,"              $19,895.28",,,,,,,,      47,1.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         170,50.0,          32,9.0,         138,41.0,         134,40.0,          33,10.0,         337,501.4,53.1,         257,50.0,         103,31.0,           6,2.0,          97,29.0,         184,55.0,          50,15.0,         337,491.3,46.9,         257,23.0,Not requiring assistance or intervention,Partially meeting targets,31.0,44.0
New Bedford: Abraham Lincoln,02010095,Public School,New Bedford,MA,02745,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,     109,     125,     111,     114,     132,     126,       0,       0,       0,       0,       0,       0,       0,       0,     717,     189,26.4,     139,19.4,     100,13.9,     577,80.5,     511,71.3,10.5,0.4,33.2,49.9,0.1,0.1,5.7,51.6,48.4,     307,21.3,        720,43.1,100.0,  16.6 to 1,86.1,97.7,"     $67,321,047","  $72,850",    924.0,54.0,52.0,96.3,   0.0,  90.4,   7.7,   1.9,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         137,38.0,          13,4.0,         124,35.0,         190,53.0,          31,9.0,         358,494.8,45.2,         247,24.0,         130,36.0,           9,3.0,         121,34.0,         185,52.0,          43,12.0,         358,493.1,60.4,         246,27.0,Not requiring assistance or intervention,Meeting targets,29.0,87.0
New Bedford: Alfred J Gomes,02010063,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      43,      65,     104,      90,      85,      89,      77,       0,       0,       0,       0,       0,       0,       0,       0,     553,     418,75.6,     391,70.7,     120,21.7,     530,95.8,     424,76.7,12.5,0.4,64.6,18.4,0.4,0.0,3.8,52.1,47.9,     211,20.5,        583,39.0,97.4,  14.2 to 1,66.7,92.4,"     $67,321,047","  $72,850",    924.0,50.0,50.0,100.0,   8.0,  92.0,   0.0,   0.0,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          87,38.0,           5,2.0,          82,36.0,          98,43.0,          42,19.0,         227,493.5,55.6,         119,20.0,          93,41.0,          11,5.0,          82,36.0,          84,37.0,          50,22.0,         227,492.5,46.5,         119,26.0,Not requiring assistance or intervention,Meeting targets,26.0,75.0
New Bedford: Betsey B Winslow,02010140,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      47,      53,      43,      72,      50,      45,       0,       0,       0,       0,       0,       0,       0,       0,     310,      46,14.8,      44,14.2,      46,14.8,     184,59.4,     149,48.1,7.7,3.2,18.1,61.3,0.3,0.3,9.0,49.7,50.3,     112,22.5,        306,17.9,98.6,  17.3 to 1,71.9,90.1,"     $67,321,047","  $72,850",    924.0,28.0,28.0,100.0,  17.9,  78.6,   3.6,   0.0,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          76,47.0,          10,6.0,          66,40.0,          75,46.0,          12,7.0,         163,498.6,51.0,          93,37.0,          68,42.0,           6,4.0,          62,38.0,          74,45.0,          21,13.0,         163,495.4,49.8,          93,35.0,Not requiring assistance or intervention,Partially meeting targets,39.0,46.0
New Bedford: Carlos Pacheco,02010105,Public School,New Bedford,MA,02746,"PK,K,01,02,03,04,05,06",New Bedford,02010000,Public School District,       0,      54,      58,      55,      70,      55,      66,       0,       0,       0,       0,       0,       0,       0,       0,     358,     207,57.8,     164,45.8,      65,18.2,     326,91.1,     286,79.9,18.4,0.6,50.3,27.7,0.3,0.0,2.8,55.6,44.4,     145,19.3,        348,27.8,96.4,  12.9 to 1,50.4,92.7,"     $67,321,047","  $72,850",    924.0,32.0,32.0,100.0,  15.6,  81.3,   3.1,   0.0,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          71,41.0,           6,3.0,          65,37.0,          88,50.0,          16,9.0,         175,496.0,53.8,         111,28.0,          72,41.0,           5,3.0,          67,39.0,          89,51.0,          13,7.0,         174,496.2,61.9,         110,38.0,Not requiring assistance or intervention,Meeting targets,41.0,94.0
New Bedford: Casimir Pulaski,02010123,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,     131,      97,     112,     104,     103,      90,      93,       0,       0,       0,       0,       0,       0,       0,       0,     730,     153,21.0,     123,16.8,     198,27.1,     438,60.0,     320,43.8,6.0,1.1,17.7,70.0,0.1,0.0,5.1,57.4,42.6,     336,17.2,        768,48.5,95.9,  15.0 to 1,87.6,100.0,"     $67,321,047","  $72,850",    924.0,61.0,59.0,96.7,  15.3,  78.0,   6.8,   0.0,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         166,59.0,          31,11.0,         135,48.0,          96,34.0,          19,7.0,         281,505.0,59.7,         174,64.0,         162,58.0,          23,8.0,         139,49.0,          92,33.0,          27,10.0,         281,501.9,63.4,         174,61.0,Not requiring assistance or intervention,Meeting targets,59.0,83.0
New Bedford: Charles S Ashley,02010010,Public School,New Bedford,MA,02745,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      34,      41,      55,      50,      54,      48,       0,       0,       0,       0,       0,       0,       0,       0,     282,      49,17.4,      35,12.4,      40,14.2,     186,66.0,     165,58.5,6.4,0.7,21.6,66.0,0.0,0.0,5.3,51.8,48.2,     120,18.5,        278,18.2,97.4,  15.5 to 1,81.4,94.5,"     $67,321,047","  $72,850",    924.0,25.0,25.0,100.0,   4.0,  88.0,   0.0,   8.0,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          61,43.0,           5,4.0,          56,39.0,          68,48.0,          13,9.0,         142,496.2,34.9,          90,29.0,          57,40.0,           7,5.0,          50,35.0,          70,49.0,          15,11.0,         142,495.8,39.8,          90,37.0,Not requiring assistance or intervention,Partially meeting targets,32.0,69.0
New Bedford: Elizabeth Carter Brooks,02010015,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District,      29,      47,      53,      39,      47,      41,      42,       0,       0,       0,       0,       0,       0,       0,       0,     298,      84,28.2,      68,22.8,      42,14.1,     215,72.1,     194,65.1,9.7,1.7,31.5,50.7,1.3,0.3,4.7,51.3,48.7,      99,22.3,        302,16.6,91.3,  18.0 to 1,91.3,100.0,"     $67,321,047","  $72,850",    924.0,22.0,22.0,100.0,-,-,-,-,"         $177,913,726.00","          12,735.6","              $13,969.80","         $201,876,071.69","          14,190.2","              $14,226.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          65,51.0,           9,7.0,          56,44.0,          48,38.0,          14,11.0,         127,498.4,48.6,          81,37.0,          69,54.0,           7,6.0,          62,49.0,          51,40.0,           7,6.0,         127,501.9,53.2,          81,61.0,Not requiring assistance or intervention,Meeting targets,46.0,83.0
