School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Cumulative Progress Toward Improvement Targets (%)
Lowell: Dr Gertrude Bailey,01600002,Public School,Lowell,MA,01851,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      30,      99,      94,      95,      90,     100,       0,       0,       0,       0,       0,       0,       0,       0,       0,     508,     154,  30.3,     129,  25.4,      87,  17.1, , ,     324,  63.8,     235,  46.3,4.3,38.0,21.5,31.3,0.2,0.0,4.7,53.3,46.7,     283,18.9,        509,34.0,100.0,14.9,91.2,97.1,97.1,"     $80,660,379","  $76,608","  1,052.9",40.0,40.0,100.0,   5.0,  95.0,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         102,55.0,          28,15.0,          74,40.0,          70,37.0,          15,8.0,         187,506.9,54.6,          93,68.0,         100,53.0,          16,9.0,          84,45.0,          63,34.0,          24,13.0,         187,502.0,48.6,          93,60.0,Not requiring assistance or intervention,Substantial progress toward targets,59.0,50.0
Lowell: Dr. Janice Adie Day School,01600605,Public School,Chelmsford,MA,01851,"PK,K,01,02,03,04,05,06,07,08,10,11,12",Lowell,01600000,Public School District,       2,       5,       6,       8,       7,       2,       2,       6,       3,       0,       3,       0,       2,       0,       0,      46,       7,  15.2,       2,   4.3,      46, 100.0, , ,      46, 100.0,      29,  63.0,17.4,17.4,32.6,28.3,0.0,0.0,4.3,78.3,21.7,     152,2.9,         49,10.0,80.0,4.6,30.0,80.0,0.0,"     $80,660,379","  $76,608","  1,052.9",14.0,12.0,85.7,   8.3,  83.3,   8.3,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,       5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           1,,,           0,0.0,           0,0.0,           0,0.0,           0,0.0,          20,100.0,          20,,,,,           0,0.0,           0,0.0,           0,0.0,           0,0.0,          20,100.0,          20,,,,,Insufficient data,Insufficient data,,
Lowell: Greenhalge,01600015,Public School,Lowell,MA,01850,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      60,      94,      82,      86,      95,      85,       0,       0,       0,       0,       0,       0,       0,       0,       0,     502,     173,  34.5,     143,  28.5,      97,  19.3, , ,     414,  82.5,     341,  67.9,12.4,13.5,43.8,26.9,0.0,0.2,3.2,52.8,47.2,     261,20.3,        527,36.0,100.0,13.9,72.2,91.7,100.0,"     $80,660,379","  $76,608","  1,052.9",43.0,41.0,95.3,-,-,-,-,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          48,29.0,           4,2.0,          44,26.0,          81,49.0,          38,23.0,         167,488.8,51.1,          75,10.0,          49,29.0,           5,3.0,          44,26.0,          80,48.0,          38,23.0,         167,486.9,50.8,          76,13.0,Not requiring assistance or intervention,Moderate progress toward targets,13.0,40.0
Lowell: Henry J Robinson Middle,01600330,Public School,Lowell,MA,01850,"05,06,07,08",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,     158,     162,     166,     152,       0,       0,       0,       0,       0,     638,     191,  29.9,     169,  26.5,     102,  16.0, , ,     513,  80.4,     404,  63.3,10.0,16.8,45.8,24.0,0.0,0.0,3.4,50.0,50.0,     297,26.0,        700,46.9,100.0,13.6,78.7,76.5,87.8,"     $80,660,379","  $76,608","  1,052.9",57.0,52.0,91.2,   3.8,  78.8,  15.4,   1.9,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         104,18.0,          11,2.0,          93,16.0,         280,48.0,         195,34.0,         579,480.1,34.9,         531,3.0,         116,20.0,           7,1.0,         109,19.0,         282,49.0,         180,31.0,         578,481.0,32.1,         531,6.0,Requiring assistance or intervention,In need of focused/targeted support,2.0,21.0
Lowell: James S Daley Middle School,01600315,Public School,Lowell,MA,01851,"05,06,07,08",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,     184,     171,     172,     168,       0,       0,       0,       0,       0,     695,     115,  16.5,      98,  14.1,     140,  20.1, , ,     436,  62.7,     274,  39.4,4.2,45.8,19.0,26.0,0.0,0.0,5.0,55.4,44.6,     322,21.9,        699,46.0,100.0,15.1,87.0,97.8,93.6,"     $80,660,379","  $76,608","  1,052.9",56.0,36.0,64.3,   8.3,  83.3,   5.6,   2.8,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         363,54.0,          68,10.0,         295,44.0,         222,33.0,          88,13.0,         673,503.4,53.1,         622,54.0,         389,58.0,          70,10.0,         319,47.0,         212,32.0,          72,11.0,         673,505.6,57.3,         621,73.0,Not requiring assistance or intervention,Meeting or exceeding targets,53.0,80.0
Lowell: James Sullivan Middle School,01600340,Public School,Lowell,MA,01852,"05,06,07,08",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,       0,     173,     172,     149,       0,       0,       0,       0,       0,     494,     156,  31.6,     138,  27.9,      85,  17.2, , ,     374,  75.7,     285,  57.7,8.3,15.6,41.5,30.0,0.0,0.0,4.7,50.8,49.2,     225,23.8,        512,40.5,92.6,12.2,75.3,90.1,77.5,"     $80,660,379","  $76,608","  1,052.9",48.0,46.0,95.8,   2.2,  93.5,   4.3,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         117,25.0,          13,3.0,         104,23.0,         230,50.0,         113,25.0,         460,485.6,41.6,         437,7.0,         112,24.0,           9,2.0,         103,22.0,         242,52.0,         107,23.0,         461,485.7,40.0,         437,10.0,Requiring assistance or intervention,In need of focused/targeted support,3.0,25.0
Lowell: John J Shaughnessy,01600050,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      31,      99,      87,      83,      97,      96,       0,       0,       0,       0,       0,       0,       0,       0,       0,     493,     160,  32.5,     133,  27.0,      89,  18.1, , ,     377,  76.5,     292,  59.2,6.7,27.6,34.9,27.8,0.4,0.0,2.6,49.5,50.5,     269,19.5,        499,34.0,97.1,14.5,82.4,91.2,100.0,"     $80,660,379","  $76,608","  1,052.9",42.0,41.0,97.6,   7.3,  92.7,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          86,48.0,          23,13.0,          63,35.0,          81,45.0,          13,7.0,         180,503.1,59.5,          88,53.0,          82,46.0,           8,4.0,          74,41.0,          82,46.0,          16,9.0,         180,498.4,47.7,          89,45.0,Not requiring assistance or intervention,Substantial progress toward targets,47.0,58.0
Lowell: Joseph McAvinnue,01600010,Public School,Lowell,MA,01854,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      25,      93,      83,      88,      82,      98,       0,       0,       0,       0,       0,       0,       0,       0,       0,     469,     170,  36.2,     156,  33.3,      73,  15.6, , ,     366,  78.0,     293,  62.5,5.5,17.7,49.9,24.1,0.0,0.0,2.8,51.2,48.8,     283,18.8,        503,36.0,100.0,13.0,91.7,94.4,100.0,"     $80,660,379","  $76,608","  1,052.9",47.0,44.0,93.6,  27.3,  72.7,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          61,36.0,           7,4.0,          54,32.0,          85,50.0,          24,14.0,         170,494.1,43.7,          85,21.0,          55,32.0,           6,4.0,          49,29.0,          82,48.0,          33,19.0,         170,491.1,42.6,          85,20.0,Not requiring assistance or intervention,Substantial progress toward targets,14.0,60.0
Lowell: Kathryn P. Stoklosa Middle School,01600360,Public School,Lowell,MA,01854,"05,06,07,08",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,     162,     167,     178,     168,       0,       0,       0,       0,       0,     675,     215,  31.9,     206,  30.5,     107,  15.9, , ,     576,  85.3,     429,  63.6,5.0,48.4,30.7,12.0,0.0,0.0,3.9,50.8,49.2,     370,21.6,        706,51.2,100.0,13.2,94.1,86.3,86.5,"     $80,660,379","  $76,608","  1,052.9",58.0,55.0,94.8,   3.6,  94.5,   1.8,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         222,35.0,          19,3.0,         203,32.0,         291,46.0,         117,19.0,         630,490.2,53.6,         603,13.0,         242,38.0,          28,4.0,         214,34.0,         309,49.0,          80,13.0,         631,493.3,52.8,         604,27.0,Requiring assistance or intervention,In need of focused/targeted support,17.0,67.0
Lowell: Laura Lee Therapeutic Day School,01600085,Public School,Lowell,MA,01851,"03,05,06,07,08",Lowell,01600000,Public School District,       0,       0,       0,       1,       1,       0,       3,       6,       4,       5,       0,       0,       0,       0,       0,      20,       4,  20.0,       4,  20.0,      20, 100.0, , ,      20, 100.0,      18,  90.0,15.0,0.0,45.0,40.0,0.0,0.0,0.0,95.0,5.0,      74,2.7,         28,6.6,100.0,3.0,60.6,75.7,100.0,"     $80,660,379","  $76,608","  1,052.9",10.0,10.0,100.0,  60.0,  40.0,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,           0,0.0,           0,0.0,           0,0.0,           7,41.0,          10,59.0,          17,466.5,,          17,1.0,           0,0.0,           0,0.0,           0,0.0,           6,38.0,          10,63.0,          16,465.2,,          16,1.0,Requiring assistance or intervention,In need of focused/targeted support,,
Lowell: Leblanc Therapeutic Day School,01600320,Public School,Lowell,MA,01852,"09,10,11,12",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       4,      10,      10,      11,       0,      35,       3,   8.6,       1,   2.9,      35, 100.0, , ,      35, 100.0,      29,  82.9,0.0,8.6,54.3,25.7,0.0,0.0,11.4,65.7,34.3,      83,5.0,         46,7.2,100.0,4.9,83.3,83.3,62.5,"     $80,660,379","  $76,608","  1,052.9",11.0,11.0,100.0,-,-,-,-,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",        20,55.0,0.0,0.0,5.0,40.0,0.0,      35,5.0,14.3,12.0,,,,,,,,,,,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,          18,           1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Lowell: Lowell High,01600505,Public School,Lowell,MA,01852,"09,10,11,12",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     824,     765,     782,     771,      32,"   3,174",     651,  20.5,     408,  12.9,     357,  11.2, , ,"   2,034",  64.1,"   1,464",  46.1,12.3,30.6,26.3,27.9,0.0,0.0,2.9,49.2,50.8,"   2,014",21.1,"      3,226",208.5,95.7,15.2,87.5,90.4,82.6,"     $80,660,379","  $76,608","  1,052.9",248.0,227.0,91.5,  22.9,  76.2,   0.9,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",       760,82.5,6.7,3.0,0.5,7.2,0.0,"   3,142",95.0,3.0,656.0,484.0,73.8,0.0,12.0,30.5,31.3,29.6,4.3,23.8,43.3,656.0,268.0,40.9,     343,     624,192.0,75.0,40.0,23.0,13.0,141.0,160.0,160.0,97.0,66.0,48.2,51.8,703.0,511.0,523.0,"       1,526","       1,098",72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,12.0,27.0
Lowell: Moody Elementary,01600027,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District,       0,      46,      44,      48,      43,      47,      49,       0,       0,       0,       0,       0,       0,       0,       0,     277,     131,  47.3,     124,  44.8,      20,   7.2, , ,     230,  83.0,     182,  65.7,6.9,17.7,40.8,32.5,0.0,0.0,2.2,46.6,53.4,     126,24.3,        297,19.8,100.0,14.0,100.0,100.0,100.0,"     $80,660,379","  $76,608","  1,052.9",26.0,25.0,96.2,   8.0,  92.0,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          46,38.0,           3,2.0,          43,35.0,          64,52.0,          12,10.0,         122,494.4,46.5,          80,22.0,          38,31.0,           0,0.0,          38,31.0,          67,55.0,          17,14.0,         122,488.9,43.5,          81,17.0,Not requiring assistance or intervention,Moderate progress toward targets,17.0,44.0
Lowell: Pawtucketville Memorial,01600036,Public School,Lowell,MA,01854,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      29,      91,      85,      92,      93,     106,       0,       0,       0,       0,       0,       0,       0,       0,       0,     496,     123,  24.8,     101,  20.4,      87,  17.5, , ,     298,  60.1,     211,  42.5,9.5,23.2,26.2,36.5,0.0,0.0,4.6,53.0,47.0,     286,18.2,        496,35.3,100.0,14.1,80.2,97.5,100.0,"     $80,660,379","  $76,608","  1,052.9",43.0,40.0,93.0,  25.0,  75.0,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         103,54.0,          38,20.0,          65,34.0,          68,36.0,          19,10.0,         190,505.7,51.0,          96,63.0,          83,44.0,          19,10.0,          64,34.0,          83,44.0,          24,13.0,         190,496.8,42.7,          96,39.0,Not requiring assistance or intervention,Moderate progress toward targets,51.0,40.0
Lowell: Peter W Reilly,01600040,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District,       0,      95,      86,      87,      99,     105,     103,       0,       0,       0,       0,       0,       0,       0,       0,     575,     158,  27.5,     151,  26.3,      85,  14.8, , ,     357,  62.1,     285,  49.6,2.1,9.4,39.8,44.3,0.0,0.0,4.3,51.1,48.9,     295,20.7,        589,39.2,100.0,14.7,97.4,94.9,100.0,"     $80,660,379","  $76,608","  1,052.9",47.0,46.0,97.9,  19.6,  78.3,   2.2,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         115,40.0,          19,7.0,          96,33.0,         132,45.0,          44,15.0,         291,494.3,43.3,         192,22.0,          91,31.0,           7,2.0,          84,29.0,         152,52.0,          49,17.0,         292,488.5,46.6,         193,16.0,Not requiring assistance or intervention,Moderate progress toward targets,16.0,45.0
Lowell: Pyne Arts,01600018,Public School,Lowell,MA,01852,"PK,K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District,      24,      46,      49,      48,      46,      49,      59,      52,      60,      54,       0,       0,       0,       0,       0,     487,      98,  20.1,      88,  18.1,     106,  21.8, , ,     311,  63.9,     215,  44.1,5.7,12.1,39.2,39.2,0.0,0.0,3.7,52.6,47.4,     359,18.3,        497,37.1,100.0,13.1,78.4,83.8,87.2,"     $80,660,379","  $76,608","  1,052.9",48.0,44.0,91.7,  18.2,  81.8,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         167,55.0,          28,9.0,         139,46.0,          90,30.0,          46,15.0,         303,503.5,51.4,         238,55.0,         153,50.0,          19,6.0,         134,44.0,         111,37.0,          39,13.0,         303,500.2,53.4,         238,52.0,Not requiring assistance or intervention,Substantial progress toward targets,47.0,51.0
Lowell: Rogers STEM Academy,01600005,Public School,Lowell,MA,01852,"K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District,       0,      96,      93,      79,      86,     107,     109,     113,      55,       0,       0,       0,       0,       0,       0,     738,     259,  35.1,     230,  31.2,     105,  14.2, , ,     576,  78.0,     448,  60.7,9.3,23.3,39.4,23.2,0.0,0.0,4.7,53.0,47.0,     390,18.1,        733,48.0,100.0,15.4,77.1,89.6,89.8,"     $80,660,379","  $76,608","  1,052.9",60.0,58.0,96.7,  10.3,  84.5,   5.2,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         146,33.0,          19,4.0,         127,29.0,         214,49.0,          81,18.0,         441,491.0,43.4,         337,14.0,         162,37.0,          20,5.0,         142,32.0,         220,50.0,          58,13.0,         440,492.9,51.1,         337,26.0,Not requiring assistance or intervention,Substantial progress toward targets,18.0,59.0
Lowell: S Christa McAuliffe Elementary,01600075,Public School,Lowell,MA,01850,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      50,      94,      84,      90,      91,      97,       0,       0,       0,       0,       0,       0,       0,       0,       0,     506,     129,  25.5,     107,  21.1,      93,  18.4, , ,     373,  73.7,     319,  63.0,6.5,8.3,48.0,34.4,0.0,0.0,2.8,48.2,51.8,     251,20.6,        507,34.3,100.0,14.7,94.2,97.1,100.0,"     $80,660,379","  $76,608","  1,052.9",45.0,44.0,97.8,  18.2,  81.8,   0.0,   0.0,"         $215,310,263.84","          14,618.8","              $14,728.31","         $250,167,865.84","          16,778.3","              $14,910.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          73,42.0,          11,6.0,          62,36.0,          77,45.0,          23,13.0,         173,496.2,56.0,          85,27.0,          64,37.0,          12,7.0,          52,30.0,          75,44.0,          33,19.0,         172,491.9,63.8,          84,22.0,Not requiring assistance or intervention,Substantial progress toward targets,38.0,62.0
