School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Newton: Memorial Spaulding,02070105,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District,       0,      66,      74,      71,      75,      82,      88,       0,       0,       0,       0,       0,       0,       0,0.0,     456,     166,  36.4,      59,  12.9,      65,  14.3, , , , ,   7.2,  18.0,   6.8,  62.5,   0.0,   0.0,   5.5,  50.2,  49.8,     147,21.7,        456,23.5,100.0,     126,100.0,  19.4 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
Newton: Newton Early Childhood Program,02070108,Public School,Newton,MA,02458,PK,Newton,02070000,Public School District,     199,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     199,      56,  28.1,       0,   0.0,     118,  59.3, , , , ,   1.5,  19.6,  12.1,  63.3,   0.5,   0.0,   3.0,  55.8,  44.2,      12,16.6,        199,10.0,92.5,      40,97.5,  19.9 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Newton North High,02070505,Public School,Newtonville,MA,02460,"09,10,11,12",Newton,02070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     441,     491,     443,     458,15.0,"   1,848",     288,  15.6,      65,   3.5,     451,  24.4, , , , ,   6.8,  10.3,   6.8,  70.1,   0.2,   0.0,   6.0,  50.7,  49.3,     770,15.9,"      1,847",151.4,99.3,     575,99.0,  12.2 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",       454,94.5,4.0,0.0,0.4,1.1,0.0,"   1,833",16.0,0.9,,,,,,,,,,,440.0,348.0,79.1,336.0,     636,140.0,116.0,58.0,20.0,2.0,16.0,47.0,102.0,177.0,294.0,9.9,90.1,374.0,582.0,609.0,86.0
Newton: Newton South High,02070510,Public School,Newton Centre,MA,02459,"09,10,11,12",Newton,02070000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     443,     425,     416,     401,6.0,"   1,691",     368,  21.8,      61,   3.6,     308,  18.2, , , , ,   4.7,  20.0,   4.7,  67.4,   0.1,   0.1,   3.1,  50.2,  49.8,     748,15.4,"      1,690",124.6,99.1,     713,98.0,  13.6 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",       407,97.3,2.2,0.0,0.2,0.2,0.0,"   1,685",5.0,0.3,,,,,,,,,,,399.0,337.0,84.5,401.0,     817,175.0,102.0,76.0,35.0,13.0,10.0,35.0,105.0,249.0,418.0,5.5,94.5,376.0,593.0,621.0,85.0
Newton: Oak Hill Middle,02070320,Public School,Newton Centre,MA,02459,"06,07,08",Newton,02070000,Public School District,       0,       0,       0,       0,       0,       0,       0,     201,     209,     202,       0,       0,       0,       0,0.0,     612,     179,  29.2,      44,   7.2,     132,  21.6, , , , ,   6.0,  20.4,   7.5,  60.8,   0.2,   0.0,   5.1,  52.0,  48.0,     315,18.3,        612,52.3,100.0,     215,96.3,  11.7 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Newton: Peirce,02070100,Public School,West Newton,MA,02465,"K,01,02,03,04,05",Newton,02070000,Public School District,       0,      55,      47,      49,      47,      66,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     316,      20,   6.3,      12,   3.8,      48,  15.2, , , , ,   7.3,  11.4,   6.6,  67.1,   0.0,   0.0,   7.6,  57.6,  42.4,     112,19.8,        316,16.7,100.0,      96,100.0,  18.9 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
Newton: Underwood,02070115,Public School,Newton Corner,MA,02458,"K,01,02,03,04,05",Newton,02070000,Public School District,       0,      49,      46,      52,      46,      51,      45,       0,       0,       0,       0,       0,       0,       0,0.0,     289,      60,  20.8,      28,   9.7,      31,  10.7, , , , ,   5.5,  18.7,   8.0,  61.9,   0.0,   0.0,   5.9,  51.9,  48.1,      84,24.1,        289,13.7,100.0,      72,100.0,  21.1 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
Newton: Williams,02070125,Public School,Auburndale,MA,02466,"K,01,02,03,04,05",Newton,02070000,Public School District,       0,      46,      46,      63,      49,      47,      51,       0,       0,       0,       0,       0,       0,       0,0.0,     302,      97,  32.1,      34,  11.3,      41,  13.6, , , , ,   7.3,  26.2,   9.6,  54.0,   0.0,   0.0,   3.0,  54.3,  45.7,      91,23.2,        302,13.8,100.0,      74,100.0,  22.0 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Newton: Zervas,02070130,Public School,Waban,MA,02468,"K,01,02,03,04,05",Newton,02070000,Public School District,       0,      40,      64,      44,      54,      60,      59,       0,       0,       0,       0,       0,       0,       0,0.0,     321,      57,  17.8,      21,   6.5,      58,  18.1, , , , ,   3.4,  13.1,   4.7,  71.7,   0.0,   0.3,   6.9,  49.2,  50.8,     112,20.1,        321,17.6,100.0,      96,100.0,  18.2 to 1,"     $70,136,643","  $79,152",    886.1,"         $186,678,086.00","          12,024.8","              $15,524.42","         $200,063,957.00","          12,199.1","              $16,399.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Norfolk: Freeman-Kennedy School,02080005,Public School,Norfolk,MA,02056,"03,04,05,06",Norfolk,02080000,Public School District,       0,       0,       0,       0,     129,     158,     134,     149,       0,       0,       0,       0,       0,       0,0.0,     570,       1,   0.2,       0,   0.0,      93,  16.3, , , , ,   0.7,   1.8,   1.2,  93.9,   0.4,   0.0,   2.1,  52.5,  47.5,     153,22.6,        570,38.0,100.0,     175,100.0,  15.0 to 1,"      $4,739,005","  $70,000",     67.7,"          $11,579,945.00",             968.0,"              $11,962.75","          $12,379,420.00",             979.8,"              $12,634.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Norfolk: H Olive Day,02080015,Public School,Norfolk,MA,02056,"PK,K,01,02",Norfolk,02080000,Public School District,      56,     105,     115,     122,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     398,       3,   0.8,       0,   0.0,      60,  15.1, , , , ,   0.3,   1.3,   3.0,  92.7,   0.0,   0.0,   2.8,  54.8,  45.2,     105,20.1,        398,29.8,100.0,     130,100.0,  13.4 to 1,"      $4,739,005","  $70,000",     67.7,"          $11,579,945.00",             968.0,"              $11,962.75","          $12,379,420.00",             979.8,"              $12,634.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk County Agricultural: Norfolk County Agricultural,09150705,Public School,Walpole,MA,02081,"09,10,11,12",Norfolk County Agricultural,09150000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     124,     121,     121,     123,0.0,     489,       0,   0.0,       0,   0.0,      61,  12.5, , , , ,   2.0,   0.6,   1.4,  95.3,   0.4,   0.0,   0.2,  30.1,  69.9,     230,18.3,        489,42.4,100.0,      91,100.0,  11.5 to 1,"      $2,950,893","  $69,597",     42.4,"           $9,781,286.24",             478.9,"              $20,424.49","           $9,781,286.24",             478.9,"              $20,424.49",       122,100.0,0.0,0.0,0.0,0.0,0.0,     489,0.0,0.0,,,,,,,,,,,122.0,122.0,100.0,,,,,,,,,,,,,,,111.0,501.0,490.0,68.0
North Adams: Brayton,02090035,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District,     121,      66,      47,      45,      47,      53,      49,      38,      44,       0,       0,       0,       0,       0,0.0,     510,       5,   1.0,       4,   0.8,     145,  28.4, , , , ,   3.3,   0.2,   7.1,  78.8,   0.4,   0.4,   9.8,  52.4,  47.6,     191,18.8,        508,38.4,97.4,     147,100.0,  13.3 to 1,"      $9,343,872","  $66,410",    140.7,"          $23,488,610.54","           1,547.2","              $15,181.37","          $26,103,848.54","           1,750.5","              $14,912.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
North Adams: Colegrove Park Elementary,02090008,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District,       0,      30,      40,      29,      32,      30,      27,      24,      32,       0,       0,       0,       0,       0,0.0,     244,       3,   1.2,       2,   0.8,      68,  27.9, , , , ,   2.9,   0.0,   3.7,  86.5,   0.4,   0.4,   6.1,  54.1,  45.9,     141,14.9,        244,25.8,96.1,     114,100.0,   9.5 to 1,"      $9,343,872","  $66,410",    140.7,"          $23,488,610.54","           1,547.2","              $15,181.37","          $26,103,848.54","           1,750.5","              $14,912.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
North Adams: Drury High,02090505,Public School,North Adams,MA,01247,"07,08,09,10,11,12",North Adams,02090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,     113,     115,      98,     116,     105,5.0,     552,      10,   1.8,       6,   1.1,     127,  23.0, , , , ,   3.6,   0.5,   3.4,  87.1,   0.2,   1.1,   4.0,  50.0,  50.0,     310,11.4,        555,53.2,94.9,     204,96.6,  10.4 to 1,"      $9,343,872","  $66,410",    140.7,"          $23,488,610.54","           1,547.2","              $15,181.37","          $26,103,848.54","           1,750.5","              $14,912.22",       129,82.2,2.3,0.8,5.4,9.3,0.0,     434,23.0,5.3,,,,,,,,,,,116.0,70.0,60.3,53.0,      81,33.0,13.0,6.0,1.0,0.0,33.0,23.0,11.0,9.0,5.0,69.1,30.9,69.0,467.0,473.0,12.0
North Adams: Greylock,02090015,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District,       0,      36,      31,      28,      28,      28,      34,      34,      29,       0,       0,       0,       0,       0,0.0,     248,       1,   0.4,       1,   0.4,      42,  16.9, , , , ,   1.2,   0.0,   5.6,  90.3,   0.0,   0.0,   2.8,  56.0,  44.0,     126,16.1,        248,23.3,100.0,      97,100.0,  10.6 to 1,"      $9,343,872","  $66,410",    140.7,"          $23,488,610.54","           1,547.2","              $15,181.37","          $26,103,848.54","           1,750.5","              $14,912.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
North Andover: Anne Bradstreet Early Childhood Center,02110005,Public School,North Andover,MA,01845,"PK,K",North Andover,02110000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Annie L Sargent School,02110018,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,       0,      85,      84,      94,     116,     104,     124,       0,       0,       0,       0,       0,       0,       0,0.0,     607,      10,   1.6,       2,   0.3,      69,  11.4, , , , ,   0.7,   2.6,   3.3,  91.4,   0.2,   0.0,   1.8,  54.0,  46.0,     188,23.6,        607,37.1,100.0,     166,100.0,  16.3 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
North Andover: Atkinson,02110001,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,     101,      60,      59,      64,      73,      76,      68,       0,       0,       0,       0,       0,       0,       0,0.0,     501,      62,  12.4,      21,   4.2,      90,  18.0, , , , ,   4.8,  11.0,  15.8,  65.7,   0.2,   0.8,   1.8,  53.5,  46.5,     137,21.8,        501,34.0,100.0,     150,100.0,  14.7 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
North Andover: Franklin,02110010,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,       0,      71,      86,      96,     107,      84,      93,       0,       0,       0,       0,       0,       0,       0,0.0,     537,      39,   7.3,      12,   2.2,      76,  14.2, , , , ,   1.1,  11.5,   3.2,  82.7,   0.2,   0.9,   0.4,  50.5,  49.5,     161,24.6,        537,32.2,100.0,     142,100.0,  16.7 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
North Andover: Kittredge,02110015,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,       0,      44,      45,      47,      54,      49,      56,       0,       0,       0,       0,       0,       0,       0,0.0,     295,      11,   3.7,       2,   0.7,      33,  11.2, , , , ,   1.7,   7.8,   3.1,  85.4,   0.0,   0.7,   1.4,  49.5,  50.5,      86,24.9,        295,15.5,100.0,      76,100.0,  19.0 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
North Andover: North Andover High,02110505,Public School,North Andover,MA,01845,"09,10,11,12",North Andover,02110000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     351,     347,     303,     326,0.0,"   1,327",      75,   5.7,       7,   0.5,     141,  10.6, , , , ,   1.8,   5.3,   5.3,  85.9,   0.3,   0.2,   1.3,  50.9,  49.1,     418,18.6,"      1,326",82.6,98.1,     949,99.7,  16.1 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",       324,95.1,1.5,2.8,0.0,0.6,0.0,"   1,327",2.0,0.2,,,,,,,,,,,315.0,315.0,100.0,231.0,     331,148.0,68.0,13.0,2.0,0.0,22.0,54.0,103.0,83.0,69.0,23.0,77.0,276.0,528.0,545.0,64.0
North Andover: North Andover Middle,02110305,Public School,North Andover,MA,01845,"06,07,08",North Andover,02110000,Public School District,       0,       0,       0,       0,       0,       0,       0,     398,     359,     364,       0,       0,       0,       0,0.0,"   1,121",      74,   6.6,       8,   0.7,     143,  12.8, , , , ,   2.1,   7.0,   6.5,  81.9,   0.2,   0.5,   1.8,  49.0,  51.0,     302,24.0,"      1,121",65.3,100.0,     294,98.6,  17.2 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
North Andover: Thomson,02110020,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,       0,      47,      49,      54,      43,      50,      56,       0,       0,       0,       0,       0,       0,       0,0.0,     299,      26,   8.7,      22,   7.4,      36,  12.0, , , , ,   1.3,   4.3,  13.0,  78.9,   0.0,   0.3,   2.0,  52.5,  47.5,     102,21.2,        299,20.7,100.0,      90,100.0,  14.4 to 1,"     $20,165,934","  $70,167",    287.4,"          $50,697,872.71","           4,719.8","              $10,741.53","          $55,740,488.83","           4,804.0","              $11,602.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
North Attleborough: Amvet Boulevard,02120007,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,       0,      72,      59,      63,      72,      64,      70,       0,       0,       0,       0,       0,       0,       0,0.0,     400,      40,  10.0,      15,   3.8,      50,  12.5, , , , ,   2.5,   6.0,   6.0,  82.3,   0.3,   0.0,   3.0,  50.8,  49.3,      89,17.1,        398,25.7,100.0,     132,96.2,  15.6 to 1,"     $19,486,051","  $67,778",    287.5,"          $45,354,291.69","           4,643.3","               $9,767.68","          $48,340,418.30","           4,767.6","              $10,139.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
North Attleborough: Community,02120030,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,       0,      49,      39,      50,      43,      48,     103,       0,       0,       0,       0,       0,       0,       0,0.0,     332,      31,   9.3,      15,   4.5,      60,  18.1, , , , ,   4.8,   4.5,   4.8,  81.6,   0.3,   0.0,   3.9,  52.1,  47.9,      77,16.6,        331,22.8,100.0,      93,100.0,  14.5 to 1,"     $19,486,051","  $67,778",    287.5,"          $45,354,291.69","           4,643.3","               $9,767.68","          $48,340,418.30","           4,767.6","              $10,139.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
North Attleborough: Falls,02120010,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,       0,      28,      49,      41,      51,      46,      55,       0,       0,       0,       0,       0,       0,       0,0.0,     270,       7,   2.6,       6,   2.2,      34,  12.6, , , , ,   1.1,   3.0,   3.0,  89.3,   0.0,   0.0,   3.7,  45.9,  54.1,      61,17.0,        270,15.6,100.0,      74,100.0,  17.3 to 1,"     $19,486,051","  $67,778",    287.5,"          $45,354,291.69","           4,643.3","               $9,767.68","          $48,340,418.30","           4,767.6","              $10,139.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
