School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Lawrence: Francis M Leahy,01490040,Public School,Lawrence,MA,01840,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,     110,     103,      75,      68,      99,      98,       0,       0,       0,       0,       0,       0,       0,       0,     553,     372,67.3,     203,36.7,      41,7.4, , ,     475,85.9,     367,66.4,0.5,0.0,96.9,2.5,0.0,0.0,0.0,51.4,48.6,     112,22.5,        547,35.3,94.3,     168,84.5,15.7,"     $72,916,951","  $70,872","  1,028.9",49.0,      49, 100.0,  18.4,  77.6,   4.1,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
Lawrence: Frost Middle School,01490525,Public School,Lawrence,MA,01843,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     113,     134,     123,     118,       0,       0,       0,       0,       0,     488,     269,55.1,      39,8.0,      87,17.8, , ,     300,61.5,     234,48.0,2.7,4.1,80.5,12.3,0.0,0.0,0.4,50.2,49.8,     230,24.0,        501,32.9,93.9,     161,98.1,14.8,"     $72,916,951","  $70,872","  1,028.9",46.0,      44,  95.7,  52.3,  43.2,   4.5,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
Lawrence: Gerard A. Guilmette,01490022,Public School,Lawrence,MA,01841,"01,02,03,04",Lawrence,01490000,Public School District,       0,       0,     145,     122,     128,     145,       0,       0,       0,       0,       0,       0,       0,       0,       0,     540,     391,72.4,     255,47.2,      48,8.9, , ,     474,87.8,     382,70.7,1.9,0.9,93.9,2.8,0.0,0.0,0.6,50.0,50.0,     187,20.1,        539,37.9,100.0,     202,97.5,14.2,"     $72,916,951","  $70,872","  1,028.9",51.0,      50,  98.0,  28.0,  50.0,  22.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
Lawrence: Guilmette Middle School,01490025,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     138,     118,     133,     126,       0,       0,       0,       0,       0,     515,     400,77.7,      84,16.3,     108,21.0, , ,     413,80.2,     348,67.6,1.6,2.3,92.6,3.3,0.0,0.0,0.2,48.0,52.0,     406,13.3,        506,39.2,90.2,     335,55.8,13.2,"     $72,916,951","  $70,872","  1,028.9",54.0,      53,  98.1,  17.0,  67.9,  15.1,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
Lawrence: High School Learning Center,01490536,Public School,Lawrence,MA,01843,"09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      16,      32,      65,      80,       0,     193,     149,77.2,      42,21.8,      35,18.1, , ,     151,78.2,     109,56.5,1.0,1.6,91.7,5.7,0.0,0.0,0.0,58.0,42.0,     161,9.5,        196,19.8,100.0,     153,90.8,9.7,"     $72,916,951","  $70,872","  1,028.9",29.0,      29, 100.0,  20.7,  72.4,   6.9,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",100.0,44.0,28.0,7.0,2.0,19.0,0.0,     193,44.0,22.8,77.0,18.0,23.4,1.3,1.3,19.5,1.3,18.2,0.0,0.0,2.6,77.0,77.0,100.0,,,,,,,,,,,,,,,1.0,,,
Lawrence: James F Hennessey,01490020,Public School,Lawrence,MA,01841,"PK,K,01,02",Lawrence,01490000,Public School District,      97,     112,      96,      83,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     388,     267,68.8,     195,50.3,      42,10.8, , ,     335,86.3,     256,66.0,1.3,1.5,92.5,4.1,0.0,0.0,0.5,52.6,47.4,      24,17.4,        416,25.0,96.0,      78,93.6,15.5,"     $72,916,951","  $70,872","  1,028.9",33.0,      33, 100.0,  15.2,  84.8,   0.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: John Breen School,01490003,Public School,Lawrence,MA,01843,"PK,K",Lawrence,01490000,Public School District,     209,     124,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     333,     173,52.0,     100,30.0,      35,10.5, , ,     227,68.2,     186,55.9,1.2,3.3,87.1,8.1,0.0,0.0,0.3,57.4,42.6,      25,14.4,        359,15.8,100.0,      50,80.0,21.1,"     $72,916,951","  $70,872","  1,028.9",26.0,      26, 100.0,  26.9,  73.1,   0.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: John K Tarbox,01490075,Public School,Lawrence,MA,01841,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,      73,      77,      72,      59,      70,       0,       0,       0,       0,       0,       0,       0,       0,     351,     251,71.5,     152,43.3,      32,9.1, , ,     307,87.5,     240,68.4,0.6,0.0,97.7,1.4,0.0,0.0,0.3,48.7,51.3,      95,22.4,        347,21.0,90.5,     140,66.4,16.7,"     $72,916,951","  $70,872","  1,028.9",30.0,      30, 100.0,  30.0,  53.3,  13.3,   3.3,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Lawrence: Lawlor Early Childhood Center,01490002,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,       0,     176,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     176,     104,59.1,      59,33.5,       8,4.5, , ,     142,80.7,     115,65.3,0.0,0.6,98.3,1.1,0.0,0.0,0.0,51.7,48.3,       8,24.9,        199,10.0,100.0,      40,100.0,17.6,"     $72,916,951","  $70,872","  1,028.9",17.0,      17, 100.0,  58.8,  41.2,   0.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Lawrence Family Public Academy,01490011,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,      59,     122,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     181,      89,49.2,      42,23.2,       9,5.0, , ,     139,76.8,     125,69.1,2.2,1.7,92.3,3.3,0.0,0.0,0.6,48.6,51.4,      42,15.7,        199,16.0,100.0,      92,100.0,11.3,"     $72,916,951","  $70,872","  1,028.9",23.0,      22,  95.7,   9.1,  90.9,   0.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Lawrence High School,01490515,Public School,Lawrence,MA,01843,"09,10,11,12",Lawrence,01490000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $72,916,951","  $70,872","  1,028.9",,,,,,,,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Leonard Middle School,01490090,Public School,Lawrence,MA,01841,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,     100,     117,     114,       0,       0,       0,       0,       0,     331,     273,82.5,      96,29.0,      60,18.1, , ,     282,85.2,     220,66.5,1.2,0.0,96.7,1.8,0.0,0.0,0.3,55.6,44.4,      92,24.9,        347,30.2,84.6,      72,79.2,10.9,"     $72,916,951","  $70,872","  1,028.9",39.0,      39, 100.0,   5.1,  87.2,   5.1,   2.6,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
Lawrence: Oliver Elementary School,01490048,Public School,Lawrence,MA,01840,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,      93,      97,     107,      98,      94,       0,       0,       0,       0,       0,       0,       0,       0,     489,     316,64.6,     184,37.6,      77,15.7, , ,     393,80.4,     288,58.9,1.6,0.4,94.5,3.1,0.0,0.2,0.2,56.2,43.8,     120,24.5,        494,33.0,100.0,     175,100.0,14.8,"     $72,916,951","  $70,872","  1,028.9",46.0,      46, 100.0,  13.0,  82.6,   4.3,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Lawrence: Oliver Middle School,01490049,Public School,Lawrence,MA,01840,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,     105,     126,     101,       0,       0,       0,       0,       0,     332,     274,82.5,      95,28.6,      54,16.3, , ,     272,81.9,     210,63.3,0.9,0.3,95.5,2.4,0.6,0.0,0.3,52.1,47.9,      75,23.8,        328,27.1,68.8,      64,85.9,12.2,"     $72,916,951","  $70,872","  1,028.9",41.0,      41, 100.0,  12.2,  73.2,  12.2,   2.4,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
Lawrence: Parthum Middle School,01490027,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     138,     109,     135,     151,       0,       0,       0,       0,       0,     533,     337,63.2,      86,16.1,      82,15.4, , ,     396,74.3,     329,61.7,2.1,0.4,88.2,8.4,0.0,0.0,0.9,54.8,45.2,     308,21.9,        552,36.0,94.5,     236,71.2,14.8,"     $72,916,951","  $70,872","  1,028.9",48.0,      48, 100.0,  20.8,  72.9,   4.2,   2.1,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
Lawrence: RISE Academy,01490615,Public School,Lawrence,MA,01841,"06,07,08,09,10,11,12",Lawrence,01490000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $72,916,951","  $70,872","  1,028.9",,,,,,,,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Robert Frost,01490018,Public School,Lawrence,MA,01843,"K,01,02,03,04",Lawrence,01490000,Public School District,       0,      98,     123,     136,     118,     114,       0,       0,       0,       0,       0,       0,       0,       0,       0,     589,     249,42.3,     162,27.5,      50,8.5, , ,     407,69.1,     314,53.3,2.4,3.6,82.5,10.0,0.0,0.0,1.5,52.0,48.0,     125,24.2,        589,37.0,97.3,     205,97.6,15.9,"     $72,916,951","  $70,872","  1,028.9",48.0,      48, 100.0,   4.2,  77.1,  18.8,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
Lawrence: Rollins Early Childhood Center,01490001,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,      93,      94,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     187,      81,43.3,      48,25.7,      40,21.4, , ,     146,78.1,     118,63.1,0.5,1.6,83.4,14.4,0.0,0.0,0.0,52.4,47.6,      15,12.5,        186,12.0,83.3,      57,82.5,15.6,"     $72,916,951","  $70,872","  1,028.9",21.0,      21, 100.0,  14.3,  85.7,   0.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: School for Exceptional Studies,01490537,Public School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       5,      17,      10,      15,      16,      20,      12,      19,      20,      30,      15,      15,       6,     200,     121,60.5,      13,6.5,     182,91.0, , ,     195,97.5,     126,63.0,3.0,0.0,83.5,13.5,0.0,0.0,0.0,84.0,16.0,     290,5.5,        215,32.4,88.7,     192,84.9,6.2,"     $72,916,951","  $70,872","  1,028.9",52.0,      52, 100.0,  40.4,  53.8,   0.0,   5.8,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",19.0,36.8,36.8,0.0,0.0,26.3,0.0,      80,8.0,10.0,8.0,,,,,,,,,,,8.0,8.0,100.0,,,,,,,,,,,,,,,,,,5.0
Lawrence: South Lawrence East Elementary School,01490004,Public School,Lawrence,MA,01843,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,     144,     149,     136,     144,       0,       0,       0,       0,       0,       0,       0,       0,       0,     573,     377,65.8,     261,45.5,      82,14.3, , ,     488,85.2,     380,66.3,1.9,4.2,87.4,5.6,0.0,0.0,0.9,50.4,49.6,     150,24.0,        598,40.5,90.1,     216,88.9,14.1,"     $72,916,951","  $70,872","  1,028.9",52.0,      50,  96.2,  26.0,  66.0,   8.0,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
Lawrence: Spark Academy,01490085,Public School,Lawrence,MA,01843,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     155,     152,     128,       0,       0,       0,       0,       0,       0,     435,     310,71.3,      87,20.0,     121,27.8, , ,     346,79.5,     268,61.6,1.1,3.4,90.1,4.4,0.0,0.0,0.9,41.8,58.2,     158,22.1,        454,29.2,88.9,      85,91.8,14.9,"     $72,916,951","  $70,872","  1,028.9",44.0,      42,  95.5,   9.5,  83.3,   7.1,   0.0,"         $195,428,938.00","          13,845.2","              $14,115.28","         $224,274,995.00","          15,494.3","              $14,474.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
Lawrence Family Development Charter (District): Lawrence Family Development Charter School,04540205,Charter School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08",Lawrence Family Development Charter (District),04540000,Charter District,       0,     165,      82,      79,      61,      56,      59,      56,      62,      58,       0,       0,       0,       0,       0,     678,     573,84.5,     144,21.2,      42,6.2, , ,     486,71.7,     404,59.6,0.7,0.0,98.7,0.6,0.0,0.0,0.0,45.4,54.6,     304,18.2,        673,56.0,91.1,     259,100.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
Learning First Charter Public School (District): Learning First Charter Public School,04860105,Charter School,Worcester,MA,01610,"K,01,02,03,04,05,06,07,08",Learning First Charter Public School (District),04860000,Charter District,       0,      90,      90,      84,      84,      81,      72,      58,      58,      50,       0,       0,       0,       0,       0,     667,     242,36.3,     145,21.7,      74,11.1, , ,     438,65.7,     314,47.1,44.4,0.7,43.6,8.1,0.1,0.0,3.0,50.5,49.5,     277,26.3,        663,56.3,100.0,     175,100.0,11.8,,,,62.0,      62, 100.0,   9.7,  79.0,  11.3,   0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
Lee: Lee Elementary,01500025,Public School,Lee,MA,01238,"PK,K,01,02,03,04,05,06",Lee,01500000,Public School District,      18,      41,      45,      39,      46,      50,      51,      58,       0,       0,       0,       0,       0,       0,       0,     348,      23,6.6,      13,3.7,      53,15.2, , ,     137,39.4,      87,25.0,0.6,2.6,8.3,84.5,0.0,0.0,4.0,48.3,51.7,     111,16.8,        360,34.6,97.1,     133,92.5,10.1,"      $4,546,268","  $64,212",     70.8,38.0,      38, 100.0,-,-,-,-,"          $12,187,653.00",             684.3,"              $17,810.40","          $13,011,086.00",             787.7,"              $16,517.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
Lee: Lee Middle/High School,01500505,Public School,Lee,MA,01238,"07,08,09,10,11,12",Lee,01500000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      51,      51,      54,      63,      66,      50,       0,     335,      29,8.7,      10,3.0,      36,10.7, , ,     113,33.7,      77,23.0,0.0,2.4,8.1,88.1,0.0,0.0,1.5,49.6,50.4,     284,10.6,        335,35.2,97.2,     212,96.2,9.5,"      $4,546,268","  $64,212",     70.8,37.0,      37, 100.0,-,-,-,-,"          $12,187,653.00",             684.3,"              $17,810.40","          $13,011,086.00",             787.7,"              $16,517.82",56.0,91.1,1.8,0.0,1.8,5.4,0.0,     233,4.0,1.7,51.0,35.0,68.6,0.0,9.8,23.5,35.3,23.5,15.7,7.8,45.099999999999994,51.0,3.0,5.9,41.0,      73,14.0,22.0,5.0,0.0,0.0,18.0,26.0,16.0,5.0,8.0,60.3,39.7,41.0,475.0,484.0,35.0
Leicester: Leicester Elementary,01510005,Public School,Leicester,MA,01524,"K,01,02,03,04",Leicester,01510000,Public School District,       0,       0,       0,       0,     129,     110,     158,       0,       0,       0,       0,       0,       0,       0,       0,     397,      15,3.8,       8,2.0,      68,17.1, , ,     124,31.2,      62,15.6,4.5,2.3,6.0,85.6,0.8,0.0,0.8,48.9,51.1,     126,22.8,        410,22.5,100.0,     108,100.0,17.6,"      $7,683,225","  $72,758",    105.6,28.0,      26,  92.9,  11.5,  80.8,   7.7,   0.0,"          $18,809,544.00","           1,601.0","              $11,748.62","          $22,159,567.00","           1,736.4","              $12,761.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
Leicester: Leicester High,01510505,Public School,Leicester,MA,01524,"09,10,11,12",Leicester,01510000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     116,     104,     107,     106,       0,     433,      10,2.3,       1,0.2,      58,13.4, , ,     104,24.0,      62,14.3,2.1,1.8,6.2,88.0,0.0,0.2,1.6,49.4,50.6,     246,16.0,        443,35.1,100.0,     186,100.0,12.4,"      $7,683,225","  $72,758",    105.6,43.0,      42,  97.7,   2.4,  92.9,   4.8,   0.0,"          $18,809,544.00","           1,601.0","              $11,748.62","          $22,159,567.00","           1,736.4","              $12,761.79",115.0,86.1,4.3,0.0,1.7,7.8,0.0,     433,7.0,1.6,101.0,82.0,81.2,0.0,23.8,19.8,37.6,19.8,20.8,14.9,61.400000000000006,101.0,101.0,100.0,109.0,     188,53.0,38.0,14.0,3.0,1.0,33.0,48.0,73.0,25.0,9.0,43.1,56.9,84.0,515.0,504.0,42.0
Leicester: Leicester Integrated Preschool,01510001,Public School,Leicester,MA,01524,PK,Leicester,01510000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,683,225","  $72,758",    105.6,,,,,,,,"          $18,809,544.00","           1,601.0","              $11,748.62","          $22,159,567.00","           1,736.4","              $12,761.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leicester: Leicester Middle,01510015,Public School,Leicester,MA,01524,"05,06,07,08",Leicester,01510000,Public School District,       0,       0,       0,       0,       0,       0,       0,     112,     137,     133,       0,       0,       0,       0,       0,     382,      15,3.9,       2,0.5,      56,14.7, , ,     116,30.4,      74,19.4,1.8,1.8,6.0,88.7,0.0,0.3,1.3,52.6,47.4,     189,19.5,        396,25.0,100.0,     160,100.0,15.3,"      $7,683,225","  $72,758",    105.6,30.0,      30, 100.0,   0.0,  90.0,   6.7,   3.3,"          $18,809,544.00","           1,601.0","              $11,748.62","          $22,159,567.00","           1,736.4","              $12,761.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
