School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Marlborough: Early Childhood Center,01700006,Public School,Marlborough,MA,01752,PK,Marlborough,01700000,Public School District,     136,,,,,,,,,,,,,,0.0,     136,      13,   9.6,       0,   0.0,      50,  36.8, , , , ,   2.2,   5.9,  11.8,  79.4,   0.0,   0.0,   0.7,  61.8,  38.2,7.0,100.0,      17,100.0,  19.4 to 1,"     $21,385,119","  $59,902",    357.0,"          $56,169,844.68","           4,582.0","              $12,258.81","          $66,363,821.79","           4,936.4","              $13,443.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlborough: Francis J Kane,01700008,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District,,     127,     128,     117,     124,,,,,,,,,,0.0,     496,     166,  33.5,      98,  19.8,     110,  22.2, , , , ,   3.0,   6.9,  26.8,  61.9,   0.0,   0.0,   1.4,  51.2,  48.8,34.7,97.1,     177,98.9,  14.3 to 1,"     $21,385,119","  $59,902",    357.0,"          $56,169,844.68","           4,582.0","              $12,258.81","          $66,363,821.79","           4,936.4","              $13,443.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlborough: Goodnow Brothers Elementary School,01700020,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $21,385,119","  $59,902",    357.0,"          $56,169,844.68","           4,582.0","              $12,258.81","          $66,363,821.79","           4,936.4","              $13,443.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlborough: Marlborough High,01700505,Public School,Marlborough,MA,01752,"09,10,11,12",Marlborough,01700000,Public School District,,,,,,,,,,     359,     285,     351,     269,     269,12.0,"   1,545",     288,  18.6,      87,   5.6,     252,  16.3, , , , ,   2.7,   2.7,  24.3,  68.5,   0.9,   0.0,   0.9,  51.3,  48.7,119.3,93.0,     500,93.4,  13.0 to 1,"     $21,385,119","  $59,902",    357.0,"          $56,169,844.68","           4,582.0","              $12,258.81","          $66,363,821.79","           4,936.4","              $13,443.77",       285,85.3,6.3,2.1,1.1,5.3,0.0,"   1,174",12.0,1.0,,,,,,,,,,,143.0,     283,72.0,30.0,23.0,9.0,9.0,21.0,47.0,85.0,75.0,55.0,24.0,76.0,210.0,508.0,534.0
Marlborough: Richer,01700025,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District,,     119,     131,     118,     116,,,,,,,,,,0.0,     484,     176,  36.4,     103,  21.3,     118,  24.4, , , , ,   1.2,   3.7,  38.6,  55.2,   0.0,   0.0,   1.2,  55.0,  45.0,36.7,99.5,     174,100.0,  13.2 to 1,"     $21,385,119","  $59,902",    357.0,"          $56,169,844.68","           4,582.0","              $12,258.81","          $66,363,821.79","           4,936.4","              $13,443.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshfield: Daniel Webster,01710015,Public School,Marshfield,MA,02050,"PK,K,01,02,03,04,05",Marshfield,01710000,Public School District,      56,      72,      70,      63,      68,      71,      60,,,,,,,,0.0,     460,       4,   0.9,       1,   0.2,     104,  22.6, , , , ,   0.7,   0.9,   1.5,  96.5,   0.0,   0.0,   0.4,  52.8,  47.2,28.3,100.0,     102,100.0,  16.3 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshfield: Eames Way School,01710005,Public School,Marshfield,MA,02050,"PK,K,01,02,03,04,05",Marshfield,01710000,Public School District,,      61,      73,      57,      64,      65,      53,,,,,,,,0.0,     373,       2,   0.5,       1,   0.3,      53,  14.2, , , , ,   0.0,   1.1,   0.3,  97.3,   0.3,   0.3,   0.8,  48.8,  51.2,23.5,95.7,      95,100.0,  15.9 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshfield: Furnace Brook Middle,01710310,Public School,Marshfield,MA,02050,"06,07,08",Marshfield,01710000,Public School District,,,,,,,,     375,     357,     389,,,,,0.0,"   1,121",       2,   0.2,       2,   0.2,     170,  15.2, , , , ,   0.7,   0.6,   0.5,  97.3,   0.1,   0.2,   0.5,  52.1,  47.9,74.8,100.0,     248,96.4,  15.0 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshfield: Gov Edward Winslow,01710020,Public School,Marshfield,MA,02050,"K,01,02,03,04,05",Marshfield,01710000,Public School District,      35,      73,      81,      77,      80,      72,      72,,,,,,,,0.0,     490,       0,   0.0,       0,   0.0,      97,  19.8, , , , ,   0.2,   0.0,   0.6,  99.0,   0.0,   0.0,   0.2,  51.4,  48.6,34.3,100.0,     135,100.0,  14.3 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshfield: Marshfield High,01710505,Public School,Marshfield,MA,02050,"09,10,11,12",Marshfield,01710000,Public School District,,,,,,,,,,,     339,     351,     306,     318,3.0,"   1,317",       8,   0.6,       3,   0.2,     196,  14.9, , , , ,   0.6,   0.5,   1.5,  96.7,   0.4,   0.1,   0.2,  50.6,  49.4,105.1,99.0,     229,99.6,  12.5 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",       313,93.0,0.6,0.6,0.6,5.1,0.0,"   1,314",14.0,1.1,,,,,,,,,,,106.0,     182,51.0,41.0,7.0,7.0,0.0,9.0,33.0,63.0,58.0,19.0,23.1,76.9,264.0,503.0,516.0
Marshfield: Martinson Elementary,01710025,Public School,Marshfield,MA,02050,"K,01,02,03,04,05",Marshfield,01710000,Public School District,      13,      80,      83,      81,      80,      85,      86,,,,,,,,0.0,     508,       9,   1.8,       3,   0.6,     109,  21.5, , , , ,   1.8,   1.8,   2.2,  93.3,   0.4,   0.0,   0.6,  53.5,  46.5,35.8,100.0,     138,100.0,  14.2 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshfield: South River,01710010,Public School,Marshfield,MA,02050,"K,01,02,03,04,05",Marshfield,01710000,Public School District,,      66,      64,      89,      76,      69,      85,,,,,,,,0.0,     449,       2,   0.4,       0,   0.0,      64,  14.3, , , , ,   0.0,   1.8,   1.1,  96.7,   0.0,   0.2,   0.2,  48.1,  51.9,28.5,100.0,     116,100.0,  15.8 to 1,"     $20,995,615","  $63,431",    331.0,"          $44,862,438.61","           4,721.8","               $9,501.13","          $48,383,414.78","           4,816.5","              $10,045.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martha's Vineyard: Martha's Vineyard Regional High,07000505,Public School,Oak Bluffs,MA,02557,"09,10,11,12",Martha's Vineyard,07000000,Public School District,,,,,,,,,,,     179,     179,     202,     190,4.0,     754,      60,   8.0,      24,   3.2,     169,  22.4, , , , ,   2.5,   1.5,   7.3,  82.1,   1.7,   0.0,   4.9,  51.9,  48.1,77.6,92.9,     337,94.4,   9.7 to 1,"      $5,421,753","  $69,510",     78.0,"          $15,170,927.00",             748.9,"              $20,257.61","          $16,639,875.00",             790.8,"              $21,041.82",       208,89.9,3.4,0.5,1.0,5.3,0.0,     750,13.0,1.7,,,,,,,,,,,88.0,     176,35.0,32.0,11.0,6.0,4.0,32.0,40.0,41.0,38.0,25.0,40.9,59.1,149.0,518.0,523.0
Martha's Vineyard Charter Public School (District): Martha's Vineyard Charter Public School,04660550,Charter School,West Tisbury,MA,02575,"K,01,02,03,04,05,06,07,08,09,10,11,12",Martha's Vineyard Charter Public School (District),04660000,Charter District,,      12,      13,      13,      14,      14,      15,      16,      23,      17,      11,       5,       9,       6,0.0,     168,       2,   1.2,       0,   0.0,      37,  22.0, , , , ,   6.5,   1.8,   3.6,  83.3,   0.6,   0.0,   4.2,  44.6,  55.4,19.8,78.4,      54,85.2,   8.5 to 1,,,,,,,,,,         6,83.3,16.7,0.0,0.0,0.0,0.0,      31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
"Martin Luther King, Jr. Charter School of Excellence (District): Martin Luther King, Jr. Charter School of Excellence",04920005,Charter School,Springfield,MA,01108,"K,01,02,03,04,05","Martin Luther King, Jr. Charter School of Excellence (District)",04920000,Charter District,,      57,      82,      59,      42,,,,,,,,,,0.0,     240,      16,   6.7,       3,   1.3,      18,   7.5, , , , ,  58.3,   0.0,  32.1,   2.9,   1.7,   0.0,   5.0,  50.0,  50.0,19.7,65.1,     108,86.1,  12.2 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masconomet: Masconomet Regional High School,07050505,Public School,Boxford,MA,01921,"09,10,11,12",Masconomet,07050000,Public School District,,,,,,,,,,,     347,     374,     365,     313,0.0,"   1,399",       7,   0.5,       3,   0.2,     146,  10.4, , , , ,   0.6,   1.4,   2.6,  93.8,   0.5,   0.1,   1.1,  48.6,  51.4,88.5,99.8,     422,99.8,  15.8 to 1,"      $8,805,969","  $66,712",    132.0,"          $24,045,337.00","           2,097.4","              $11,464.35","          $26,037,365.00","           2,139.2","              $12,171.54",       320,95.3,0.6,0.6,2.5,0.9,0.0,"   1,399",0.0,0.0,,,,,,,,,,,169.0,     280,93.0,45.0,27.0,4.0,0.0,12.0,27.0,74.0,91.0,76.0,13.9,86.1,284.0,537.0,558.0
Masconomet: Masconomet Regional Middle School,07050405,Public School,Boxford,MA,01921,"07,08",Masconomet,07050000,Public School District,,,,,,,,,     336,     365,,,,,0.0,     701,       2,   0.3,       2,   0.3,      97,  13.8, , , , ,   0.4,   1.4,   1.7,  95.3,   0.0,   0.0,   1.1,  47.5,  52.5,43.7,100.0,     194,100.0,  16.0 to 1,"      $8,805,969","  $66,712",    132.0,"          $24,045,337.00","           2,097.4","              $11,464.35","          $26,037,365.00","           2,139.2","              $12,171.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashpee: Kenneth Coombs School,01720005,Public School,Mashpee,MA,02649,"PK,K,01,02",Mashpee,01720000,Public School District,      69,     133,     154,     143,,,,,,,,,,,0.0,     499,       1,   0.2,       0,   0.0,      74,  14.8, , , , ,   5.6,   1.6,   3.2,  82.2,   6.4,   1.0,   0.0,  49.9,  50.1,30.0,100.0,     129,86.8,  16.6 to 1,"      $9,559,806","  $71,878",    133.0,"          $24,502,816.38","           1,901.0","              $12,889.44","          $25,915,774.18","           1,970.8","              $13,149.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashpee: Mashpee Middle-High School,01720505,Public School,Mashpee,MA,02649,"07,08,09,10,11,12",Mashpee,01720000,Public School District,,,,,,,,,     154,     146,     167,     177,     160,     184,0.0,     988,       5,   0.5,       3,   0.3,     232,  23.5, , , , ,   2.6,   0.2,   1.5,  87.8,   7.9,   0.0,   0.0,  52.0,  48.0,70.7,90.0,     236,88.1,  14.0 to 1,"      $9,559,806","  $71,878",    133.0,"          $24,502,816.38","           1,901.0","              $12,889.44","          $25,915,774.18","           1,970.8","              $13,149.88",       170,80.0,2.9,0.0,0.0,17.1,0.0,     688,82.0,11.9,,,,,,,,,,,56.0,     100,22.0,27.0,4.0,3.0,0.0,21.0,38.0,26.0,13.0,2.0,59.0,41.0,120.0,473.0,481.0
Mashpee: Quashnet School,01720035,Public School,Mashpee,MA,02649,"03,04,05,06",Mashpee,01720000,Public School District,,,,,     131,     145,     151,     141,,,,,,,0.0,     568,       3,   0.5,       2,   0.4,     108,  19.0, , , , ,   3.9,   0.7,   1.4,  88.4,   5.6,   0.0,   0.0,  51.8,  48.2,32.2,100.0,     132,100.0,  17.6 to 1,"      $9,559,806","  $71,878",    133.0,"          $24,502,816.38","           1,901.0","              $12,889.44","          $25,915,774.18","           1,970.8","              $13,149.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Charter Public School (District): Match Charter Public School,04690505,Charter School,Boston,MA,02215,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Match Charter Public School (District),04690000,Charter District,,,,,,,,,,,      73,      57,      46,      46,0.0,     222,      31,  14.0,       0,   0.0,      25,  11.3, , , , ,  61.7,   1.8,  29.7,   4.1,   0.0,   0.5,   2.3,  44.1,  55.9,14.0,40.5,      50,94.0,  15.9 to 1,,,,,,,,,,        38,76.3,21.1,0.0,0.0,2.6,0.0,     222,0.0,0.0,,,,,,,,,,,73.0,     121,43.0,12.0,18.0,0.0,0.0,67.0,38.0,12.0,4.0,0.0,86.8,13.2,45.0,415.0,493.0
Mattapoisett: Center,01730005,Public School,Mattapoisett,MA,02739,"PK,K,01,02,03",Mattapoisett,01730000,Public School District,      21,      58,      57,      78,      75,,,,,,,,,,0.0,     289,       2,   0.7,       2,   0.7,      39,  13.5, , , , ,   0.3,   1.7,   1.0,  93.1,   1.0,   0.0,   2.8,  49.1,  50.9,23.2,100.0,      89,100.0,  12.5 to 1,"      $2,302,732","  $60,598",     38.0,"           $6,004,601.29",             499.3,"              $12,026.04","           $6,608,657.29",             504.3,"              $13,104.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattapoisett: Old Hammondtown,01730010,Public School,Mattapoisett,MA,02739,"04,05,06",Mattapoisett,01730000,Public School District,,,,,,      66,      75,      66,,,,,,,0.0,     207,       0,   0.0,       0,   0.0,      20,   9.7, , , , ,   1.9,   1.4,   1.4,  92.8,   0.0,   0.0,   2.4,  50.2,  49.8,14.5,100.0,      53,100.0,  14.3 to 1,"      $2,302,732","  $60,598",     38.0,"           $6,004,601.29",             499.3,"              $12,026.04","           $6,608,657.29",             504.3,"              $13,104.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maynard: Fowler School,01740305,Public School,Maynard,MA,01754,"04,05,06,07,08",Maynard,01740000,Public School District,,,,,,      92,     102,     102,      97,      91,,,,,0.0,     484,      22,   4.5,      11,   2.3,      68,  14.0, , , , ,   1.9,   1.4,   4.5,  90.9,   0.2,   0.0,   1.0,  50.6,  49.4,36.1,100.0,     166,100.0,  13.4 to 1,"      $6,057,522","  $65,843",     92.0,"          $15,655,416.00","           1,337.7","              $11,703.23","          $17,327,693.00","           1,416.8","              $12,230.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maynard: Green Meadow,01740010,Public School,Maynard,MA,01754,"PK,K,01,02,03",Maynard,01740000,Public School District,      60,     118,     119,     110,      88,,,,,,,,,,0.0,     495,      31,   6.3,      16,   3.2,      89,  18.0, , , , ,   3.2,   3.0,   6.7,  81.8,   0.2,   1.6,   3.4,  53.5,  46.5,36.0,100.0,     164,100.0,  13.8 to 1,"      $6,057,522","  $65,843",     92.0,"          $15,655,416.00","           1,337.7","              $11,703.23","          $17,327,693.00","           1,416.8","              $12,230.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maynard: Maynard High,01740505,Public School,Maynard,MA,01754,"09,10,11,12",Maynard,01740000,Public School District,,,,,,,,,,,      83,      96,      96,      86,0.0,     361,      14,   3.9,       4,   1.1,      58,  16.1, , , , ,   1.4,   1.4,   4.4,  92.5,   0.0,   0.0,   0.3,  57.9,  42.1,19.8,100.0,     150,100.0,  18.2 to 1,"      $6,057,522","  $65,843",     92.0,"          $15,655,416.00","           1,337.7","              $11,703.23","          $17,327,693.00","           1,416.8","              $12,230.16",        95,78.9,7.4,0.0,1.1,12.6,0.0,     361,10.0,2.8,,,,,,,,,,,63.0,      98,35.0,21.0,7.0,0.0,0.0,6.0,28.0,29.0,20.0,15.0,34.7,65.3,66.0,508.0,520.0
Medfield: Dale Street,01750005,Public School,Medfield,MA,02052,"04,05",Medfield,01750000,Public School District,,,,,,     254,     224,,,,,,,,0.0,     478,       1,   0.2,       0,   0.0,      59,  12.3, , , , ,   0.8,   2.3,   1.7,  94.1,   0.0,   0.0,   1.0,  48.7,  51.3,30.5,100.0,     189,100.0,  15.7 to 1,"     $13,134,546","  $65,346",    201.0,"          $28,764,864.00","           3,020.5","               $9,523.21","          $30,475,195.00","           3,060.7","               $9,956.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medfield: Medfield Senior High,01750505,Public School,Medfield,MA,02052,"09,10,11,12",Medfield,01750000,Public School District,,,,,,,,,,,     240,     213,     230,     208,0.0,     891,      30,   3.4,       1,   0.1,     103,  11.6, , , , ,   0.2,   2.8,   1.2,  95.5,   0.0,   0.1,   0.1,  49.2,  50.8,62.3,95.8,     268,94.0,  14.3 to 1,"     $13,134,546","  $65,346",    201.0,"          $28,764,864.00","           3,020.5","               $9,523.21","          $30,475,195.00","           3,060.7","               $9,956.94",       214,97.7,1.9,0.0,0.5,0.0,0.0,     891,4.0,0.4,,,,,,,,,,,181.0,     302,101.0,49.0,23.0,6.0,2.0,21.0,33.0,66.0,93.0,89.0,17.9,82.1,210.0,590.0,599.0
Medfield: Memorial School,01750003,Public School,Medfield,MA,02052,"PK,K,01",Medfield,01750000,Public School District,      49,     201,     209,,,,,,,,,,,,0.0,     459,       2,   0.4,       2,   0.4,      40,   8.7, , , , ,   0.4,   1.7,   0.4,  96.3,   0.0,   0.2,   0.9,  53.4,  46.6,26.0,100.0,     139,100.0,  17.6 to 1,"     $13,134,546","  $65,346",    201.0,"          $28,764,864.00","           3,020.5","               $9,523.21","          $30,475,195.00","           3,060.7","               $9,956.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medfield: Ralph Wheelock School,01750007,Public School,Medfield,MA,02052,"02,03",Medfield,01750000,Public School District,,,,     221,     245,,,,,,,,,,0.0,     466,       1,   0.2,       1,   0.2,      52,  11.2, , , , ,   0.0,   3.0,   1.5,  92.1,   0.0,   0.2,   3.2,  47.2,  52.8,28.8,100.0,     149,100.0,  16.2 to 1,"     $13,134,546","  $65,346",    201.0,"          $28,764,864.00","           3,020.5","               $9,523.21","          $30,475,195.00","           3,060.7","               $9,956.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medfield: Thomas Blake Middle,01750305,Public School,Medfield,MA,02052,"06,07,08",Medfield,01750000,Public School District,,,,,,,,     261,     244,     239,,,,,0.0,     744,      13,   1.7,       2,   0.3,      70,   9.4, , , , ,   0.3,   2.8,   0.8,  95.4,   0.0,   0.0,   0.7,  50.8,  49.2,53.3,100.0,     274,95.3,  14.0 to 1,"     $13,134,546","  $65,346",    201.0,"          $28,764,864.00","           3,020.5","               $9,523.21","          $30,475,195.00","           3,060.7","               $9,956.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford: Brooks School,01760130,Public School,Medford,MA,02155,"PK,K,01,02,03,04,05",Medford,01760000,Public School District,,      95,     103,     104,      98,      82,     108,,,,,,,,0.0,     590,      50,   8.5,      12,   2.0,     102,  17.3, , , , ,  13.1,   5.1,   5.8,  73.6,   0.2,   0.0,   2.4,  54.6,  45.4,39.5,100.0,     193,100.0,  14.9 to 1,"     $23,452,651","  $66,627",    352.0,"          $62,715,347.00","           4,807.5","              $13,045.31","          $69,896,369.00","           5,225.4","              $13,376.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford: Curtis-Tufts,01760510,Public School,Medford,MA,02155,"09,10,11,12",Medford,01760000,Public School District,,,,,,,,,,,       5,      10,       8,      12,1.0,      36,       0,   0.0,       0,   0.0,      33,  91.7, , , , ,  13.9,   0.0,  13.9,  66.7,   0.0,   0.0,   5.6,  72.2,  27.8,8.0,100.0,      32,100.0,   4.5 to 1,"     $23,452,651","  $66,627",    352.0,"          $62,715,347.00","           4,807.5","              $13,045.31","          $69,896,369.00","           5,225.4","              $13,376.27",        15,33.3,26.7,0.0,6.7,33.3,0.0,      35,17.0,48.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Medford: John J McGlynn Elementary School,01760068,Public School,Medford,MA,02155,"PK,K,01,02,03,04,05",Medford,01760000,Public School District,      19,      93,      97,      86,      77,      91,      88,,,,,,,,0.0,     551,     115,  20.9,      28,   5.1,      64,  11.6, , , , ,  17.6,  12.9,  10.9,  56.6,   0.0,   0.0,   2.0,  49.5,  50.5,35.5,100.0,     160,100.0,  15.5 to 1,"     $23,452,651","  $66,627",    352.0,"          $62,715,347.00","           4,807.5","              $13,045.31","          $69,896,369.00","           5,225.4","              $13,376.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
