School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Norton: Norton High,02180505,Public School,Norton,MA,02766,"09,10,11,12",Norton,02180000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     209,     185,     180,     150,0.0,     724,       2,   0.3,       0,   0.0,     111,  15.3, , , , ,   1.4,   1.7,   0.6,  93.4,   0.0,   1.0,   2.1,  51.4,  48.6,47.7,91.6,     199,95.0,  15.2 to 1,"     $11,913,073","  $63,445",    187.8,"          $29,995,684.00","           2,868.3","              $10,457.65","          $35,290,808.00","           3,127.0","              $11,285.84",       173,82.1,4.0,0.0,2.9,11.0,0.0,     724,13.0,1.8,,,,,,,,,,,145.0,145.0,100.0,95.0,     144,55.0,31.0,9.0,0.0,0.0,10.0,19.0,52.0,45.0,18.0,20.1,79.9,97.0,512.0,512.0
Norton: Norton Middle,02180305,Public School,Norton,MA,02766,"06,07,08",Norton,02180000,Public School District,       0,       0,       0,       0,       0,       0,       0,     242,     246,     253,       0,       0,       0,       0,0.0,     741,       3,   0.4,       0,   0.0,     129,  17.4, , , , ,   1.6,   0.7,   1.3,  93.3,   0.1,   0.9,   2.0,  52.6,  47.4,46.1,99.2,     222,99.1,  16.1 to 1,"     $11,913,073","  $63,445",    187.8,"          $29,995,684.00","           2,868.3","              $10,457.65","          $35,290,808.00","           3,127.0","              $11,285.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwell: Grace Farrar Cole,02190005,Public School,Norwell,MA,02061,"PK,K,01,02,03,04,05",Norwell,02190000,Public School District,      19,      66,     103,      91,     103,     100,      93,       0,       0,       0,       0,       0,       0,       0,0.0,     575,       5,   0.9,       0,   0.0,      72,  12.5, , , , ,   1.7,   1.9,   2.3,  92.9,   0.0,   0.2,   1.0,  47.1,  52.9,30.8,96.1,     169,98.2,  18.7 to 1,"      $9,645,527","  $67,800",    142.3,"          $24,109,774.65","           2,326.5","              $10,363.24","          $26,029,420.63","           2,357.1","              $11,043.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwell: Norwell High,02190505,Public School,Norwell,MA,02061,"09,10,11,12",Norwell,02190000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     150,     161,     174,     157,0.0,     642,       0,   0.0,       0,   0.0,     101,  15.7, , , , ,   1.1,   1.2,   1.7,  95.8,   0.0,   0.2,   0.0,  53.4,  46.6,44.1,100.0,     198,99.5,  14.6 to 1,"      $9,645,527","  $67,800",    142.3,"          $24,109,774.65","           2,326.5","              $10,363.24","          $26,029,420.63","           2,357.1","              $11,043.13",       157,99.4,0.0,0.0,0.0,0.6,0.0,     642,0.0,0.0,,,,,,,,,,,157.0,157.0,100.0,174.0,     309,79.0,63.0,27.0,3.0,2.0,21.0,55.0,98.0,76.0,59.0,24.6,75.4,138.0,536.0,557.0
Norwell: Norwell Middle School,02190405,Public School,Norwell,MA,02061,"06,07,08",Norwell,02190000,Public School District,       0,       0,       0,       0,       0,       0,       0,     186,     169,     182,       0,       0,       0,       0,0.0,     537,       2,   0.4,       2,   0.4,      91,  16.9, , , , ,   1.5,   2.4,   0.7,  94.8,   0.0,   0.4,   0.2,  47.7,  52.3,36.6,100.0,     148,97.3,  14.7 to 1,"      $9,645,527","  $67,800",    142.3,"          $24,109,774.65","           2,326.5","              $10,363.24","          $26,029,420.63","           2,357.1","              $11,043.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwell: William G Vinal,02190020,Public School,Norwell,MA,02061,"PK,K,01,02,03,04,05",Norwell,02190000,Public School District,      27,      73,      85,     104,      79,     116,      89,       0,       0,       0,       0,       0,       0,       0,0.0,     573,       0,   0.0,       0,   0.0,      91,  15.9, , , , ,   0.3,   1.4,   0.2,  97.6,   0.2,   0.3,   0.0,  51.8,  48.2,30.8,99.4,     169,98.8,  18.6 to 1,"      $9,645,527","  $67,800",    142.3,"          $24,109,774.65","           2,326.5","              $10,363.24","          $26,029,420.63","           2,357.1","              $11,043.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: Balch,02200005,Public School,Norwood,MA,02062,"01,02,03,04,05",Norwood,02200000,Public School District,       0,       0,      49,      53,      46,      45,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     245,      54,  22.0,      19,   7.8,      47,  19.2, , , , ,   7.8,   4.1,   6.9,  80.0,   0.0,   0.4,   0.8,  53.9,  46.1,24.3,100.0,      89,100.0,  10.1 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: Charles J Prescott,02200025,Public School,Norwood,MA,02062,"K,01,02,03,04,05",Norwood,02200000,Public School District,       0,       0,      54,      35,      61,      46,      43,       0,       0,       0,       0,       0,       0,       0,0.0,     239,      42,  17.6,      21,   8.8,      39,  16.3, , , , ,   6.3,  18.0,   6.3,  69.0,   0.0,   0.0,   0.4,  49.4,  50.6,17.9,100.0,      72,100.0,  13.4 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: Cornelius M Callahan,02200010,Public School,Norwood,MA,02062,"01,02,03,04,05",Norwood,02200000,Public School District,       0,       0,      49,      38,      40,      36,      40,       0,       0,       0,       0,       0,       0,       0,0.0,     203,      36,  17.7,      24,  11.8,      38,  18.7, , , , ,   8.4,   4.4,  12.8,  73.9,   0.0,   0.0,   0.5,  51.2,  48.8,18.2,100.0,      63,100.0,  11.2 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: Dr. Philip O. Coakley Middle School,02200305,Public School,Norwood,MA,02062,"06,07,08",Norwood,02200000,Public School District,       0,       0,       0,       0,       0,       0,       0,     262,     291,     286,       0,       0,       0,       0,0.0,     839,      92,  11.0,       8,   1.0,     182,  21.7, , , , ,   7.4,   1.9,   4.6,  85.0,   0.2,   0.0,   0.8,  51.5,  48.5,65.2,98.5,     220,100.0,  12.9 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: F A Cleveland,02200015,Public School,Norwood,MA,02062,"01,02,03,04,05",Norwood,02200000,Public School District,       0,       0,      66,      44,      61,      63,      66,       0,       0,       0,       0,       0,       0,       0,0.0,     300,      35,  11.7,      16,   5.3,      54,  18.0, , , , ,   4.3,   6.7,   5.0,  83.0,   0.0,   0.0,   1.0,  53.3,  46.7,24.7,100.0,     103,100.0,  12.1 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: George F. Willett,02200075,Public School,Norwood,MA,02062,"PK,K",Norwood,02200000,Public School District,      95,     270,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     365,      47,  12.9,      21,   5.8,      56,  15.3, , , , ,   6.6,   8.2,   4.9,  78.4,   0.3,   0.8,   0.8,  50.4,  49.6,18.7,100.0,      88,100.0,  19.5 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: John P Oldham,02200020,Public School,Norwood,MA,02062,"01,02,03,04,05",Norwood,02200000,Public School District,       0,       0,      44,      44,      53,      42,      48,       0,       0,       0,       0,       0,       0,       0,0.0,     231,      32,  13.9,      21,   9.1,      50,  21.6, , , , ,  10.0,   6.9,   4.3,  76.6,   0.0,   0.0,   2.2,  48.5,  51.5,23.2,100.0,     104,100.0,  10.0 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood: Norwood High,02200505,Public School,Norwood,MA,02062,"09,10,11,12",Norwood,02200000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     224,     263,     275,     248,7.0,"   1,017",     100,   9.8,      13,   1.3,     156,  15.3, , , , ,   6.8,   2.4,   4.8,  85.4,   0.0,   0.0,   0.6,  47.4,  52.6,71.4,97.2,     291,95.9,  14.2 to 1,"     $16,026,700","  $60,799",    263.6,"          $41,448,196.00","           3,445.3","              $12,030.36","          $45,847,969.00","           3,528.7","              $12,992.88",       271,86.0,4.4,0.0,0.7,8.9,0.0,"   1,010",25.0,2.5,,,,,,,,,,,241.0,241.0,100.0,93.0,     130,66.0,21.0,3.0,2.0,1.0,7.0,24.0,33.0,49.0,17.0,23.8,76.2,194.0,498.0,514.0
Oak Bluffs: Oak Bluffs Elementary,02210005,Public School,Oak Bluffs,MA,02557,"PK,K,01,02,03,04,05,06,07,08",Oak Bluffs,02210000,Public School District,      12,      50,      43,      30,      32,      55,      47,      53,      43,      51,       0,       0,       0,       0,0.0,     416,      23,   5.5,      22,   5.3,      92,  22.1, , , , ,   2.6,   2.2,  11.3,  71.6,   3.8,   0.0,   8.4,  52.9,  47.1,44.9,97.1,     107,94.4,   9.3 to 1,"      $3,173,990","  $70,753",     44.9,"           $7,493,776.94",             419.0,"              $17,886.62","           $8,279,910.29",             478.6,"              $17,301.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Colony Regional Vocational Technical: Old Colony Regional Vocational Technical,08550605,Public School,Rochester,MA,02770,"09,10,11,12",Old Colony Regional Vocational Technical,08550000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     143,     143,     147,     139,0.0,     572,       0,   0.0,       0,   0.0,     115,  20.1, , , , ,   0.9,   0.7,   0.5,  96.2,   0.3,   0.0,   1.4,  60.5,  39.5,50.6,88.9,     118,100.0,  11.3 to 1,"      $3,660,477","  $72,396",     50.6,"           $9,417,316.31",             559.2,"              $16,840.09","           $9,417,316.31",             559.2,"              $16,840.09",       140,97.9,0.0,0.0,0.7,1.4,0.0,     572,3.0,0.5,,,,,,,,,,,137.0,137.0,100.0,,,,,,,,,,,,,,,59.0,443.0,473.0
Old Rochester: Old Rochester Regional High,07400505,Public School,Mattapoisett,MA,02739,"09,10,11,12",Old Rochester,07400000,Public School District,      10,       0,       0,       0,       0,       0,       0,       0,       0,       0,     186,     191,     166,     161,0.0,     714,       2,   0.3,       0,   0.0,      84,  11.8, , , , ,   1.7,   0.6,   0.8,  93.8,   0.3,   0.0,   2.8,  47.8,  52.2,55.9,93.6,     166,100.0,  12.8 to 1,"      $5,955,232","  $67,306",     88.5,"          $16,400,541.92","           1,140.0","              $14,387.07","          $16,455,443.54","           1,148.9","              $14,323.40",       171,88.9,2.9,1.8,0.6,5.8,0.0,     704,9.0,1.3,,,,,,,,,,,153.0,73.0,47.7,41.0,      81,15.0,16.0,7.0,2.0,1.0,4.0,2.0,22.0,21.0,32.0,7.4,92.6,116.0,516.0,527.0
Old Rochester: Old Rochester Regional Jr High,07400405,Public School,Mattapoisett,MA,02739,"07,08",Old Rochester,07400000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     210,     217,       0,       0,       0,       0,0.0,     427,       3,   0.7,       1,   0.2,      45,  10.5, , , , ,   2.8,   0.7,   1.9,  93.2,   0.2,   0.0,   1.2,  53.6,  46.4,32.6,96.9,      91,94.5,  13.1 to 1,"      $5,955,232","  $67,306",     88.5,"          $16,400,541.92","           1,140.0","              $14,387.07","          $16,455,443.54","           1,148.9","              $14,323.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Sturbridge Academy Charter Public School (District): Old Sturbridge Academy Charter Public School,35150205,Charter School,Sturbridge,MA,01566,"K,01,02,03,04,05,06,07,08",Old Sturbridge Academy Charter Public School (District),35150000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange: Dexter Park,02230010,Public School,Orange,MA,01364,"03,04,05,06",Orange,02230000,Public School District,      75,       0,       0,       0,     107,      99,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     281,       0,   0.0,       0,   0.0,      58,  20.6, , , , ,   1.8,   0.7,   3.6,  91.8,   0.0,   0.0,   2.1,  47.7,  52.3,18.3,100.0,      97,100.0,  15.4 to 1,"      $3,423,719","  $61,357",     55.8,"           $9,203,665.00",             823.6,"              $11,175.33","           $9,608,765.00",             847.2,"              $11,342.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange: Fisher Hill,02230015,Public School,Orange,MA,01364,"PK,K,01,02",Orange,02230000,Public School District,       0,      98,      96,     112,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     306,       0,   0.0,       0,   0.0,      46,  15.0, , , , ,   0.7,   1.3,   5.9,  90.8,   0.0,   0.0,   1.3,  49.0,  51.0,20.4,100.0,     107,100.0,  15.0 to 1,"      $3,423,719","  $61,357",     55.8,"           $9,203,665.00",             823.6,"              $11,175.33","           $9,608,765.00",             847.2,"              $11,342.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orleans: Orleans Elementary,02240005,Public School,Orleans,MA,02653,"K,01,02,03,04,05",Orleans,02240000,Public School District,      17,      24,      27,      29,      26,      30,      44,       0,       0,       0,       0,       0,       0,       0,0.0,     197,       8,   4.1,       5,   2.5,      51,  25.9, , , , ,   2.5,   4.1,   4.1,  85.8,   0.5,   2.0,   1.0,  52.3,  47.7,25.0,100.0,      95,100.0,   7.9 to 1,"      $1,421,159","  $56,846",     25.0,"           $4,067,430.00",             194.0,"              $20,963.97","           $4,224,112.00",             195.5,"              $21,604.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford: Alfred M Chaffee,02260010,Public School,Oxford,MA,01540,"K,01,02",Oxford,02260000,Public School District,      48,      76,      80,      94,      82,      86,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     466,      14,   3.0,       3,   0.6,      70,  15.0, , , , ,   1.5,   1.1,   9.2,  84.1,   0.0,   0.0,   4.1,  52.6,  47.4,29.3,100.0,     119,100.0,  15.9 to 1,"      $8,701,108","  $61,470",    141.6,"          $22,406,196.03","           2,022.1","              $11,080.60","          $24,726,174.94","           2,143.0","              $11,538.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford: Clara Barton,02260005,Public School,Oxford,MA,01540,"PK,03,04",Oxford,02260000,Public School District,       0,      67,      69,      72,      85,      61,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     354,       3,   0.8,       0,   0.0,      51,  14.4, , , , ,   0.8,   1.1,   4.2,  91.8,   0.3,   0.0,   1.7,  50.6,  49.4,24.8,100.0,     108,100.0,  14.3 to 1,"      $8,701,108","  $61,470",    141.6,"          $22,406,196.03","           2,022.1","              $11,080.60","          $24,726,174.94","           2,143.0","              $11,538.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford: Oxford High,02260505,Public School,Oxford,MA,01540,"09,10,11,12",Oxford,02260000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     142,     130,     146,     133,1.0,     552,      13,   2.4,       4,   0.7,      82,  14.9, , , , ,   2.4,   2.9,   5.6,  87.7,   0.2,   0.4,   0.9,  51.3,  48.7,46.8,91.5,     143,97.2,  11.8 to 1,"      $8,701,108","  $61,470",    141.6,"          $22,406,196.03","           2,022.1","              $11,080.60","          $24,726,174.94","           2,143.0","              $11,538.06",       166,73.5,7.2,1.8,3.6,13.3,0.6,     551,19.0,3.4,,,,,,,,,,,128.0,128.0,100.0,47.0,      62,37.0,5.0,5.0,0.0,0.0,13.0,25.0,12.0,8.0,4.0,61.3,38.7,72.0,464.0,482.0
Oxford: Oxford Middle,02260405,Public School,Oxford,MA,01540,"05,06,07,08",Oxford,02260000,Public School District,       0,       0,       0,       0,       0,       0,     167,     168,     159,     154,       0,       0,       0,       0,0.0,     648,      13,   2.0,       0,   0.0,      87,  13.4, , , , ,   1.2,   0.8,   7.1,  88.3,   0.0,   0.3,   2.3,  56.2,  43.8,40.8,97.5,      97,97.9,  15.9 to 1,"      $8,701,108","  $61,470",    141.6,"          $22,406,196.03","           2,022.1","              $11,080.60","          $24,726,174.94","           2,143.0","              $11,538.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmer: Old Mill Pond,02270008,Public School,Palmer,MA,01069,"PK,K,01,02,03,04,05",Palmer,02270000,Public School District,      44,     143,     135,     134,     120,     133,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     709,      19,   2.7,       2,   0.3,     105,  14.8, , , , ,   0.8,   1.8,   3.1,  91.8,   0.7,   0.1,   1.6,  54.7,  45.3,53.0,100.0,     201,97.5,  13.4 to 1,"      $8,490,153","  $59,790",    142.0,"          $19,229,852.00","           1,824.0","              $10,542.91","          $21,913,736.00","           1,905.9","              $11,498.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
